NOME;tipo;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Região Metropolitana de Esperança;ciclista;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;2;0;0;0;0;0
Região Metropolitana de Curitiba;ciclista;14;33;17;47;48;72;54;54;53;41;36;29;22;23;19;28;40;16;29;33;29
Região Metropolitana de Chapecó;ciclista;4;6;7;5;9;4;4;2;4;3;3;5;3;2;2;3;4;2;4;6;4
Região Metropolitana de Central;ciclista;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;2
Região Metropolitana de Cascavel;ciclista;3;2;11;7;5;6;5;7;4;4;2;6;2;10;1;2;4;7;3;9;10
Região Metropolitana de Campo Mourão;ciclista;10;15;10;7;16;6;9;8;11;11;6;10;8;11;8;5;7;5;14;9;5
Região Metropolitana de Campinas;ciclista;5;13;8;13;28;19;34;56;32;34;29;28;17;24;30;21;11;21;22;19;24
Região Metropolitana de Campina Grande;ciclista;0;0;0;3;2;0;0;1;5;5;3;6;3;4;1;7;3;5;4;9;2
Região Metropolitana de Cajazeiras;ciclista;0;1;0;2;0;2;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
Região Metropolitana de Caetés;ciclista;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;1;0;2;1;3
Região Metropolitana de Belo Horizonte;ciclista;23;24;54;43;50;46;39;52;31;30;33;32;39;26;33;19;16;26;34;18;28
Região Metropolitana de Belém;ciclista;2;4;1;2;1;10;9;4;9;19;6;8;11;5;6;5;6;11;7;6;4
Região Metropolitana de Barra de Santa Rosa;ciclista;0;0;0;0;0;0;0;2;0;0;1;0;0;1;1;1;0;0;0;0;1
Região Metropolitana de Araruna;ciclista;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Região Metropolitana de Aracaju;ciclista;4;8;10;7;9;12;6;19;16;22;23;14;12;12;8;12;15;15;10;18;12
Região Metropolitana de Apucarana;ciclista;7;9;9;7;4;3;12;6;10;11;12;4;6;6;2;4;2;2;5;7;3
Região Metropolitana da Zona da Mata;ciclista;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Região Metropolitana da Serra Gaúcha;ciclista;3;4;2;6;4;3;3;4;6;5;3;5;2;3;2;1;3;4;1;5;2
Região Metropolitana da Grande Vitória;ciclista;5;6;6;16;15;23;24;12;17;9;10;3;13;14;13;18;17;12;17;15;27
Região Metropolitana da Grande São Luís;ciclista;5;4;10;9;10;25;12;11;11;14;10;9;5;6;4;5;6;0;7;1;5
Região Metropolitana da Foz do Rio Itajaí;ciclista;17;23;25;17;30;21;31;23;26;30;26;23;18;12;20;17;4;13;9;15;13
Região Metropolitana da Capital;ciclista;12;8;9;4;3;17;8;14;17;6;15;17;20;12;6;12;6;16;4;3;6
Região Metropolitana da Baixada Santista;ciclista;4;1;6;11;9;7;24;15;17;27;18;38;26;18;12;19;19;17;19;32;30
Região Metropolitana Carbonífera;ciclista;9;7;7;10;8;3;8;11;15;9;4;4;10;7;13;8;8;8;7;12;14
Região Integrada de Desenvolvimento do Distrito Federal e Entorno;ciclista;13;16;23;26;18;61;54;52;65;46;37;50;47;48;29;51;33;34;33;33;40
Região Integrada de Desenvolvimento da Grande Teresina;ciclista;19;14;23;16;29;25;30;43;31;31;40;24;26;17;24;26;26;21;17;17;14
Região Administrativa Integrada de Desenvolvimento do Polo Petrolina/PE e Juazeiro/BA;ciclista;6;9;12;10;2;5;2;2;4;12;2;7;7;6;7;8;5;6;13;2;6
Aglomeração Urbana do Sul;ciclista;0;2;0;6;4;10;10;8;4;9;8;7;7;6;3;8;7;5;2;6;5
Aglomeração Urbana do Litoral Norte;ciclista;0;0;3;4;4;2;5;2;3;4;2;5;3;8;3;3;3;3;3;7;0
Aglomeração Urbana de Piracicaba-AU- Piracicaba;ciclista;2;4;1;1;10;11;11;8;10;10;7;9;4;16;16;11;8;10;24;14;15
Aglomeração Urbana de Jundiaí;ciclista;1;0;1;1;1;2;7;3;8;7;11;3;10;8;8;6;10;6;4;9;10
Aglomeração Urbana de Franca;ciclista;2;2;4;4;6;4;5;8;5;12;13;4;4;7;2;4;4;2;2;1;6
Outros;ciclista;338;446;562;540;629;622;705;714;713;688;682;681;703;618;619;603;576;572;614;598;558
Região Metropolitana do Vale do Rio Cuiabá;motocicleta;35;46;44;39;40;48;46;67;78;86;104;99;105;102;96;121;115;135;111;91;109
Região Metropolitana do Vale do Piancó;motocicleta;0;3;7;4;0;5;4;1;4;6;8;8;8;9;5;3;5;5;4;4;3
Região Metropolitana do Vale do Paraíba e Litoral Norte;motocicleta;18;22;27;22;32;33;33;49;49;37;65;56;79;65;61;66;66;71;60;72;55
Região Metropolitana do Vale do Paraíba;motocicleta;1;1;2;1;3;2;2;3;1;2;1;2;3;4;1;2;0;12;7;3;14
Região Metropolitana do Vale do Mamanguape;motocicleta;0;2;0;0;0;3;3;3;5;5;4;4;8;10;7;14;14;12;15;10;8
Região Metropolitana do Vale do Itajaí;motocicleta;36;34;32;53;57;50;68;69;81;71;109;109;73;79;88;78;59;74;56;80;53
Região Metropolitana do Vale do Aço;motocicleta;5;3;9;8;19;13;14;6;13;19;24;27;27;26;21;31;23;41;36;30;40
Região Metropolitana do Sul do Estado;motocicleta;4;5;1;3;3;3;4;4;1;7;6;4;13;10;14;10;2;5;8;7;4
Região Metropolitana do Sudoeste Maranhense;motocicleta;0;3;6;11;16;20;19;13;1;2;7;37;95;92;113;111;111;100;94;65;67
Região Metropolitana do Sertão;motocicleta;1;0;1;7;4;2;8;3;6;4;6;3;9;2;0;0;1;14;19;10;12
Região Metropolitana do São Francisco;motocicleta;1;0;2;4;3;2;4;7;4;2;4;5;4;4;0;0;1;19;7;15;11
Região Metropolitana do Rio de Janeiro;motocicleta;37;75;122;150;161;202;289;248;312;290;267;204;171;229;256;290;181;204;212;138;209
Região Metropolitana do Recife;motocicleta;42;35;53;72;99;85;90;104;97;147;228;284;277;187;306;318;342;308;273;221;254
Região Metropolitana do Norte/Nordeste Catarinense;motocicleta;28;60;50;66;53;77;97;94;113;107;118;114;127;111;106;93;86;79;88;80;91
Região Metropolitana do Médio Sertão;motocicleta;2;2;3;1;1;3;3;6;6;5;5;4;4;6;1;5;6;19;20;14;18
Região Metropolitana do Extremo Oeste;motocicleta;4;4;9;8;8;15;7;11;15;14;13;23;30;23;24;22;25;27;21;13;13
Região Metropolitana do Contestado;motocicleta;4;11;13;17;19;23;29;38;29;36;24;35;32;20;36;30;26;36;27;39;29
Região Metropolitana do Cariri;motocicleta;16;28;23;25;57;57;68;64;37;30;37;59;18;29;22;25;25;50;66;57;40
Região Metropolitana do Alto Vale do Itajaí;motocicleta;10;11;13;18;24;31;41;43;33;31;25;35;30;23;24;26;35;30;30;31;30
Região Metropolitana do Agreste;motocicleta;11;4;17;11;34;48;54;75;61;72;75;54;51;44;16;15;61;105;141;149;142
Região Metropolitana de Umuarama;motocicleta;14;15;15;19;17;27;28;49;39;32;45;46;53;39;26;42;22;22;22;34;27
Região Metropolitana de Tubarão;motocicleta;6;12;13;34;53;41;43;60;42;52;48;49;59;39;34;28;49;40;31;31;36
Região Metropolitana de Toledo;motocicleta;2;3;5;4;8;16;14;17;19;13;11;11;28;36;31;32;19;36;33;31;38
Região Metropolitana de Sousa;motocicleta;0;0;0;2;1;6;4;15;20;12;11;11;10;12;7;5;5;4;7;10;2
Região Metropolitana de Sorocaba;motocicleta;15;24;30;39;28;51;90;125;118;110;120;134;131;148;115;83;77;75;84;119;122
Região Metropolitana de Sobral;motocicleta;32;41;32;44;46;53;52;80;67;69;114;108;155;146;163;180;166;166;184;167;128
Região Metropolitana de São Paulo;motocicleta;65;192;100;174;222;270;521;509;642;645;692;723;668;577;670;582;543;387;263;497;598
Região Metropolitana de Santarém;motocicleta;0;0;1;0;0;0;0;0;1;0;1;3;0;0;2;1;11;28;32;63;74
Região Metropolitana de Salvador;motocicleta;6;11;15;17;19;116;93;98;24;35;158;113;140;158;186;151;120;125;76;69;70
Região Metropolitana de Ribeirão Preto;motocicleta;12;22;17;20;20;25;57;58;65;78;85;68;82;79;78;71;57;82;72;62;82
Região Metropolitana de Porto Velho;motocicleta;5;13;19;12;11;13;23;21;24;33;42;55;63;98;60;67;60;65;55;44;44
Região Metropolitana de Porto Alegre;motocicleta;28;32;45;46;59;51;73;90;72;82;89;101;106;112;121;97;107;124;104;132;127
Região Metropolitana de Patos;motocicleta;3;2;4;3;3;7;2;3;6;7;13;13;17;7;16;12;12;21;18;11;9
Região Metropolitana de Palmeira dos Índios;motocicleta;1;0;1;1;4;1;1;3;0;1;0;2;0;0;1;0;0;2;4;3;4
Região Metropolitana de Palmas;motocicleta;12;26;34;40;32;42;39;53;46;40;52;67;56;62;58;89;88;82;81;85;73
Região Metropolitana de Natal;motocicleta;33;33;19;30;16;22;29;28;31;47;65;71;70;84;74;57;74;74;76;58;57
Região Metropolitana de Maringá;motocicleta;20;27;18;35;44;35;39;46;58;34;65;42;57;49;68;64;59;49;61;77;81
Região Metropolitana de Manaus;motocicleta;56;44;36;31;36;51;45;42;58;52;64;72;82;100;115;144;144;174;146;143;173
Região Metropolitana de Maceió;motocicleta;13;20;25;39;30;33;26;16;19;19;17;25;39;53;25;30;25;95;95;55;131
Região Metropolitana de Macapá;motocicleta;2;2;3;4;8;1;7;3;2;7;2;0;2;5;39;24;28;28;19;16;37
Região Metropolitana de Londrina;motocicleta;52;50;56;54;68;63;88;99;88;81;82;103;136;77;100;99;79;74;102;77;97
Região Metropolitana de Lages;motocicleta;0;4;6;6;5;9;11;7;5;13;17;10;11;15;22;23;14;15;19;20;22
Região Metropolitana de João Pessoa;motocicleta;4;6;28;11;28;42;31;52;61;70;89;83;107;106;93;118;146;128;118;119;98
Região Metropolitana de Itabaiana;motocicleta;0;0;1;0;3;4;0;4;4;3;0;3;4;17;12;11;9;14;4;5;5
Região Metropolitana de Gurupi;motocicleta;5;3;7;10;14;14;13;16;23;18;10;13;20;34;23;31;37;40;30;26;25
Região Metropolitana de Guarabira;motocicleta;0;1;0;1;5;4;9;6;4;5;14;18;10;21;18;22;27;18;21;14;13
Região Metropolitana de Goiânia;motocicleta;101;104;126;107;167;173;179;210;210;234;253;222;242;219;268;233;262;245;266;253;185
Região Metropolitana de Fortaleza;motocicleta;84;132;170;165;166;160;181;161;129;117;196;265;352;356;294;299;232;245;204;138;142
Região Metropolitana de Florianópolis;motocicleta;32;41;41;35;36;53;77;49;44;86;73;77;84;76;92;74;84;76;70;61;60
Região Metropolitana de Feira de Santana;motocicleta;2;2;3;3;2;5;2;13;9;14;24;12;7;9;6;8;8;3;7;2;13
Região Metropolitana de Esperança;motocicleta;0;2;2;1;3;3;0;0;2;6;2;4;5;3;9;12;9;11;3;7;5
Região Metropolitana de Curitiba;motocicleta;27;45;28;55;70;157;148;174;197;163;143;146;119;131;128;113;146;133;150;145;149
Região Metropolitana de Chapecó;motocicleta;9;5;14;15;17;21;22;20;29;36;30;39;33;39;47;41;38;40;34;29;35
Região Metropolitana de Central;motocicleta;0;1;2;5;4;3;2;2;1;0;4;5;6;5;3;2;0;1;0;0;5
Região Metropolitana de Cascavel;motocicleta;25;32;21;21;42;45;54;57;68;55;72;59;80;51;41;43;47;37;42;39;50
Região Metropolitana de Campo Mourão;motocicleta;7;13;18;15;13;15;17;27;18;30;30;42;54;33;41;34;36;44;33;33;46
Região Metropolitana de Campinas;motocicleta;28;25;23;35;59;68;130;129;188;122;151;183;138;142;149;124;146;154;116;133;144
Região Metropolitana de Campina Grande;motocicleta;6;0;2;3;16;33;21;60;94;61;35;52;107;105;121;119;116;108;105;95;114
Região Metropolitana de Cajazeiras;motocicleta;5;8;10;5;5;3;10;8;5;17;14;12;11;14;14;13;8;10;15;16;5
Região Metropolitana de Caetés;motocicleta;0;1;0;1;4;2;3;1;4;2;2;1;3;3;1;1;4;7;12;6;13
Região Metropolitana de Belo Horizonte;motocicleta;48;62;94;79;116;119;143;163;224;161;218;231;220;235;237;205;174;154;183;145;156
Região Metropolitana de Belém;motocicleta;8;12;8;21;14;38;38;27;34;28;52;81;73;75;54;79;61;74;81;74;81
Região Metropolitana de Barra de Santa Rosa;motocicleta;1;0;1;2;3;2;0;2;2;4;1;3;3;6;4;7;9;1;8;11;6
Região Metropolitana de Araruna;motocicleta;0;0;1;0;1;4;1;3;3;0;2;8;2;7;9;7;9;3;3;4;3
Região Metropolitana de Aracaju;motocicleta;23;27;48;53;64;60;84;84;99;143;149;178;178;179;136;143;120;112;98;109;105
Região Metropolitana de Apucarana;motocicleta;4;9;12;19;11;17;21;31;33;30;33;35;45;29;27;33;29;28;33;31;26
Região Metropolitana da Zona da Mata;motocicleta;1;1;1;1;0;3;6;7;0;2;7;5;3;12;2;3;2;19;21;3;27
Região Metropolitana da Serra Gaúcha;motocicleta;15;14;22;19;24;37;35;28;26;39;49;41;43;38;29;18;25;38;30;37;36
Região Metropolitana da Grande Vitória;motocicleta;15;16;47;55;59;68;83;83;103;104;120;119;106;104;92;100;97;89;68;75;88
Região Metropolitana da Grande São Luís;motocicleta;10;15;29;26;23;41;58;56;67;72;87;95;107;76;80;81;77;63;51;39;75
Região Metropolitana da Foz do Rio Itajaí;motocicleta;15;18;19;28;32;33;46;61;54;70;54;59;65;56;66;49;51;47;30;66;32
Região Metropolitana da Capital;motocicleta;26;35;39;6;7;23;21;43;45;21;47;40;58;56;42;59;31;55;20;29;27
Região Metropolitana da Baixada Santista;motocicleta;8;11;18;19;23;28;47;58;69;55;65;81;82;63;51;55;66;65;75;65;101
Região Metropolitana Carbonífera;motocicleta;28;30;44;45;58;46;45;41;56;44;45;60;46;43;63;38;43;53;33;33;38
Região Integrada de Desenvolvimento do Distrito Federal e Entorno;motocicleta;21;29;71;67;63;112;120;163;158;154;185;176;178;177;180;186;190;136;135;155;150
Região Integrada de Desenvolvimento da Grande Teresina;motocicleta;42;38;52;55;91;112;116;148;144;182;267;268;291;277;299;303;301;234;244;233;227
Região Administrativa Integrada de Desenvolvimento do Polo Petrolina/PE e Juazeiro/BA;motocicleta;22;27;34;34;4;20;17;21;31;48;36;85;99;105;96;107;142;106;102;121;107
Aglomeração Urbana do Sul;motocicleta;6;5;4;14;14;29;33;22;27;31;27;36;41;36;38;25;23;29;22;31;32
Aglomeração Urbana do Litoral Norte;motocicleta;0;0;1;2;7;6;9;12;9;12;25;16;17;21;16;12;12;18;17;8;8
Aglomeração Urbana de Piracicaba-AU- Piracicaba;motocicleta;15;16;18;11;21;40;33;28;39;44;36;36;38;47;71;55;47;58;60;67;75
Aglomeração Urbana de Jundiaí;motocicleta;2;2;3;9;21;18;34;30;37;38;38;38;44;57;57;47;45;54;50;46;50
Aglomeração Urbana de Franca;motocicleta;6;9;9;11;8;8;12;21;22;26;26;26;21;14;20;15;29;28;26;28;32
Outros;motocicleta;1182;1381;1745;2033;2361;2650;3093;3627;4134;4486;5191;5487;6209;5935;6367;6000;6155;6262;5936;5718;6030
Região Metropolitana do Vale do Rio Cuiabá;auto;67;112;144;84;94;81;92;69;76;92;113;83;73;83;100;76;70;53;80;52;54
Região Metropolitana do Vale do Piancó;auto;0;0;1;0;1;3;2;1;2;2;5;3;10;14;10;21;16;10;17;9;18
Região Metropolitana do Vale do Paraíba e Litoral Norte;auto;63;42;52;40;57;41;43;89;68;93;105;63;54;53;64;49;56;45;36;44;62
Região Metropolitana do Vale do Paraíba;auto;8;3;4;2;1;2;0;0;1;0;0;1;1;1;0;0;0;5;11;6;9
Região Metropolitana do Vale do Mamanguape;auto;0;0;0;3;2;2;12;12;7;8;2;2;4;1;4;1;4;5;4;0;0
Região Metropolitana do Vale do Itajaí;auto;42;40;37;43;36;48;38;42;31;46;66;71;72;68;73;61;46;52;66;46;49
Região Metropolitana do Vale do Aço;auto;31;47;24;19;27;23;35;40;44;61;65;43;9;22;19;32;15;45;25;15;14
Região Metropolitana do Sul do Estado;auto;0;2;1;0;2;2;0;2;0;1;2;1;4;1;2;10;1;5;5;1;4
Região Metropolitana do Sudoeste Maranhense;auto;1;6;8;9;9;15;35;18;1;9;10;16;23;13;28;19;26;12;14;11;9
Região Metropolitana do Sertão;auto;4;9;0;2;4;0;1;0;0;8;1;0;0;0;1;0;0;4;9;5;10
Região Metropolitana do São Francisco;auto;0;1;5;2;7;1;2;0;0;1;1;0;0;0;0;0;0;5;3;6;4
Região Metropolitana do Rio de Janeiro;auto;67;104;161;214;223;247;263;231;208;162;147;175;173;157;113;137;119;121;103;57;76
Região Metropolitana do Recife;auto;70;41;62;46;83;82;66;78;83;66;63;49;53;40;64;92;89;71;64;61;47
Região Metropolitana do Norte/Nordeste Catarinense;auto;77;88;82;71;87;58;79;83;79;84;84;113;113;103;144;100;92;94;77;76;94
Região Metropolitana do Médio Sertão;auto;4;4;1;3;0;4;0;1;0;2;0;1;3;0;1;0;0;6;1;2;1
Região Metropolitana do Extremo Oeste;auto;14;13;13;27;20;15;26;13;26;14;17;22;42;33;36;29;27;24;25;17;21
Região Metropolitana do Contestado;auto;37;34;43;47;42;47;55;64;50;48;55;58;57;64;77;58;71;59;56;61;63
Região Metropolitana do Cariri;auto;21;14;15;15;19;8;21;21;21;6;3;0;0;0;0;0;3;3;6;0;0
Região Metropolitana do Alto Vale do Itajaí;auto;34;30;28;43;49;34;44;34;50;40;50;55;41;34;53;59;48;48;33;42;31
Região Metropolitana do Agreste;auto;10;14;25;19;6;10;17;25;3;10;9;13;3;2;1;6;5;37;13;19;29
Região Metropolitana de Umuarama;auto;20;27;26;28;34;26;32;40;43;49;39;32;44;48;37;34;41;33;41;37;31
Região Metropolitana de Tubarão;auto;22;25;37;35;51;58;49;39;29;26;36;56;26;28;24;31;26;22;26;16;14
Região Metropolitana de Toledo;auto;7;2;2;5;14;10;8;19;11;12;8;13;26;29;40;42;42;38;42;35;48
Região Metropolitana de Sousa;auto;0;0;1;6;2;2;15;2;2;0;5;6;7;15;14;28;23;10;22;13;12
Região Metropolitana de Sorocaba;auto;21;26;39;40;17;33;106;144;89;141;139;160;109;112;121;60;66;59;85;77;89
Região Metropolitana de Sobral;auto;12;9;18;15;34;45;9;13;23;24;27;29;20;17;16;17;21;23;24;12;5
Região Metropolitana de São Paulo;auto;39;115;81;132;163;169;326;253;258;266;249;265;301;288;307;266;251;134;94;170;205
Região Metropolitana de Santarém;auto;0;0;0;2;1;0;0;0;0;0;1;1;0;0;1;0;4;16;1;4;0
Região Metropolitana de Salvador;auto;38;73;52;52;61;83;65;54;42;56;81;121;159;128;104;90;73;82;49;48;56
Região Metropolitana de Ribeirão Preto;auto;45;39;44;54;39;32;81;82;67;72;106;91;74;95;90;68;69;69;53;47;83
Região Metropolitana de Porto Velho;auto;0;0;2;2;1;6;3;0;2;3;3;8;15;21;12;17;10;19;18;19;10
Região Metropolitana de Porto Alegre;auto;19;31;43;67;67;67;60;60;66;84;90;91;88;96;79;117;103;127;118;103;110
Região Metropolitana de Patos;auto;5;8;0;4;10;6;3;6;4;7;5;8;24;31;28;39;45;31;40;23;28
Região Metropolitana de Palmeira dos Índios;auto;2;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0
Região Metropolitana de Palmas;auto;39;33;35;21;38;42;30;44;22;24;17;28;20;41;44;44;47;49;24;28;27
Região Metropolitana de Natal;auto;64;53;34;36;41;42;64;36;61;29;41;35;31;27;31;21;15;18;11;13;11
Região Metropolitana de Maringá;auto;45;24;28;25;54;32;26;58;54;48;86;48;40;58;69;33;49;49;36;48;48
Região Metropolitana de Manaus;auto;52;39;40;42;26;23;32;34;35;48;58;45;48;57;53;61;51;33;45;40;36
Região Metropolitana de Maceió;auto;31;28;10;6;13;11;5;3;4;4;1;5;4;2;3;1;2;40;32;10;13
Região Metropolitana de Macapá;auto;21;2;0;13;13;4;4;15;6;5;0;0;5;2;17;10;21;13;8;11;4
Região Metropolitana de Londrina;auto;70;48;55;59;74;57;73;77;74;103;67;99;113;76;95;75;81;65;66;65;84
Região Metropolitana de Lages;auto;23;21;24;10;16;13;33;17;31;29;33;48;55;47;54;60;53;48;39;57;65
Região Metropolitana de João Pessoa;auto;59;18;0;58;19;16;15;11;12;23;42;30;37;19;18;30;19;7;16;7;5
Região Metropolitana de Itabaiana;auto;1;0;0;1;3;0;1;0;3;4;3;0;3;1;3;12;6;8;9;9;13
Região Metropolitana de Gurupi;auto;31;21;27;22;36;21;34;36;40;48;55;64;85;38;52;41;39;33;22;18;18
Região Metropolitana de Guarabira;auto;7;4;0;5;4;7;3;6;1;4;1;1;9;5;8;6;8;12;15;17;23
Região Metropolitana de Goiânia;auto;70;62;63;50;116;93;94;83;65;79;69;77;77;85;118;106;101;104;77;80;77
Região Metropolitana de Fortaleza;auto;84;126;197;173;219;212;224;225;260;155;45;192;251;174;178;218;237;36;57;28;9
Região Metropolitana de Florianópolis;auto;49;62;55;42;39;26;31;25;13;38;39;47;63;49;43;38;53;48;56;36;40
Região Metropolitana de Feira de Santana;auto;45;13;18;15;14;24;52;68;57;82;85;99;98;76;52;24;19;33;37;25;45
Região Metropolitana de Esperança;auto;1;0;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
Região Metropolitana de Curitiba;auto;99;107;79;125;181;209;199;195;176;128;136;132;125;105;135;100;120;126;106;95;89
Região Metropolitana de Chapecó;auto;20;24;26;16;34;61;51;40;65;43;96;109;53;58;68;61;62;56;63;60;43
Região Metropolitana de Central;auto;2;1;1;2;1;2;2;4;1;1;5;0;0;4;3;1;4;2;2;1;0
Região Metropolitana de Cascavel;auto;84;74;79;87;116;113;90;79;82;93;108;88;89;82;78;67;60;78;60;53;57
Região Metropolitana de Campo Mourão;auto;27;23;24;22;43;40;34;50;26;33;49;40;47;44;63;37;41;57;35;31;45
Região Metropolitana de Campinas;auto;12;17;18;18;31;19;60;61;45;60;51;51;80;80;82;79;70;61;63;45;69
Região Metropolitana de Campina Grande;auto;8;0;1;10;0;0;0;0;0;1;0;1;1;0;1;0;1;3;0;0;0
Região Metropolitana de Cajazeiras;auto;0;2;3;4;2;4;1;1;1;5;4;9;13;12;28;27;25;21;20;9;7
Região Metropolitana de Caetés;auto;6;4;3;0;1;0;0;2;0;0;0;0;1;2;0;1;1;7;3;0;7
Região Metropolitana de Belo Horizonte;auto;93;120;158;135;144;158;235;197;204;190;243;240;173;274;245;215;158;132;134;126;121
Região Metropolitana de Belém;auto;18;19;8;10;13;23;16;12;3;4;6;3;12;6;13;6;7;11;15;20;12
Região Metropolitana de Barra de Santa Rosa;auto;0;0;2;0;2;0;0;0;0;0;0;0;0;0;2;11;0;0;0;0;0
Região Metropolitana de Araruna;auto;3;2;0;3;2;0;0;1;1;2;0;0;7;2;4;0;3;3;2;1;8
Região Metropolitana de Aracaju;auto;58;75;56;39;48;29;29;36;40;35;52;51;39;50;31;30;22;25;19;26;13
Região Metropolitana de Apucarana;auto;31;35;29;30;27;35;39;24;35;23;19;45;52;29;48;36;23;35;29;18;21
Região Metropolitana da Zona da Mata;auto;13;2;2;0;6;10;2;2;0;6;0;1;3;3;0;0;0;8;12;5;7
Região Metropolitana da Serra Gaúcha;auto;52;81;72;108;55;60;57;55;60;56;70;54;58;59;61;54;44;43;37;39;26
Região Metropolitana da Grande Vitória;auto;100;144;98;104;100;95;108;139;93;102;124;140;138;123;112;64;60;67;49;48;39
Região Metropolitana da Grande São Luís;auto;30;34;15;15;17;19;18;27;20;25;42;49;42;28;22;17;18;31;7;8;12
Região Metropolitana da Foz do Rio Itajaí;auto;22;17;29;24;23;11;24;19;28;21;19;14;28;37;27;14;11;16;28;14;17
Região Metropolitana da Capital;auto;17;13;15;3;7;14;10;20;14;12;15;16;14;21;19;28;22;16;17;28;40
Região Metropolitana da Baixada Santista;auto;3;6;7;0;11;6;14;22;11;19;22;34;42;15;15;7;16;12;31;23;28
Região Metropolitana Carbonífera;auto;23;39;25;44;43;24;33;57;31;26;42;43;31;35;43;28;36;26;31;22;19
Região Integrada de Desenvolvimento do Distrito Federal e Entorno;auto;337;303;329;375;335;252;237;227;212;283;292;357;296;305;306;259;216;167;168;177;137
Região Integrada de Desenvolvimento da Grande Teresina;auto;2;6;4;11;10;12;20;17;13;16;53;30;36;57;45;43;35;38;23;22;23
Região Administrativa Integrada de Desenvolvimento do Polo Petrolina/PE e Juazeiro/BA;auto;46;75;54;29;20;40;33;20;32;24;50;80;80;72;83;66;86;43;62;76;70
Aglomeração Urbana do Sul;auto;0;3;2;6;13;14;6;21;11;8;14;10;12;12;13;10;13;19;19;26;9
Aglomeração Urbana do Litoral Norte;auto;0;6;6;13;9;18;8;16;26;15;21;14;27;33;13;13;22;16;23;9;21
Aglomeração Urbana de Piracicaba-AU- Piracicaba;auto;17;10;21;18;16;30;45;37;31;47;41;26;33;31;47;30;41;36;19;41;38
Aglomeração Urbana de Jundiaí;auto;7;7;8;16;29;21;28;26;40;21;34;36;18;33;28;17;25;37;24;19;13
Aglomeração Urbana de Franca;auto;12;8;7;13;9;8;50;52;47;28;40;38;27;33;27;15;17;28;23;19;19
Outros;auto;2652;3077;3470;3412;3852;3824;3881;4250;4648;4590;5182;5554;6007;5758;5920;5183;5055;5004;4346;4212;3937
Região Metropolitana do Vale do Rio Cuiabá;total_outros;72;15;29;29;45;69;51;61;77;84;52;91;73;108;108;73;64;79;65;55;68
Região Metropolitana do Vale do Piancó;total_outros;5;0;1;0;2;0;4;0;4;4;3;6;3;2;2;3;2;0;1;2;0
Região Metropolitana do Vale do Paraíba e Litoral Norte;total_outros;268;227;271;238;225;233;233;238;240;169;150;242;197;162;158;138;113;86;127;115;87
Região Metropolitana do Vale do Paraíba;total_outros;4;7;5;7;5;3;11;14;9;22;24;17;17;24;16;27;18;2;0;14;3
Região Metropolitana do Vale do Mamanguape;total_outros;3;0;2;0;5;8;1;3;3;10;8;6;5;8;3;6;3;5;3;3;9
Região Metropolitana do Vale do Itajaí;total_outros;40;41;49;42;65;93;72;71;41;46;34;28;21;29;18;7;7;7;6;6;4
Região Metropolitana do Vale do Aço;total_outros;32;26;16;28;27;33;32;23;34;22;34;67;73;53;75;38;52;50;28;26;30
Região Metropolitana do Sul do Estado;total_outros;0;3;1;3;0;2;0;3;1;3;1;2;0;0;3;5;0;1;1;1;0
Região Metropolitana do Sudoeste Maranhense;total_outros;42;54;34;33;49;52;45;116;124;109;128;79;48;41;35;42;40;50;11;7;7
Região Metropolitana do Sertão;total_outros;1;4;1;5;2;5;4;5;11;12;13;21;31;22;37;26;31;1;2;1;2
Região Metropolitana do São Francisco;total_outros;8;5;0;7;3;8;1;11;5;4;11;18;24;15;34;16;16;0;0;0;0
Região Metropolitana do Rio de Janeiro;total_outros;535;468;418;349;348;316;370;291;226;159;406;420;783;588;777;300;795;551;379;430;487
Região Metropolitana do Recife;total_outros;231;250;232;226;161;179;149;207;215;231;266;236;162;223;131;106;75;51;56;56;48
Região Metropolitana do Norte/Nordeste Catarinense;total_outros;71;76;72;72;82;113;106;63;58;65;33;39;61;42;42;81;22;24;34;15;28
Região Metropolitana do Médio Sertão;total_outros;6;3;3;1;1;3;5;4;3;4;10;25;26;33;40;26;29;1;0;0;0
Região Metropolitana do Extremo Oeste;total_outros;16;19;10;15;19;23;36;50;20;21;28;56;10;21;9;15;7;12;18;5;13
Região Metropolitana do Contestado;total_outros;58;44;39;43;38;48;40;30;31;25;26;31;43;29;23;22;16;23;17;14;25
Região Metropolitana do Cariri;total_outros;15;3;5;21;35;7;3;18;66;77;63;152;205;175;161;172;115;6;7;3;3
Região Metropolitana do Alto Vale do Itajaí;total_outros;49;37;28;20;22;26;22;14;20;23;14;17;15;10;18;12;7;5;12;18;9
