NOME;tipo;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Região Metropolitana de Toledo;total_outros;5;6;11;13;3;6;16;20;9;8;14;19;14;5;13;8;12;5;0;1;2
Região Metropolitana de Sousa;total_outros;1;0;1;0;3;0;11;0;4;4;6;2;7;0;0;1;3;0;0;1;9
Região Metropolitana de Sorocaba;total_outros;28;23;32;26;34;18;12;14;7;5;9;20;12;21;10;21;25;27;19;11;10
Região Metropolitana de Sobral;total_outros;1;2;2;2;3;1;10;0;4;6;5;11;5;31;71;49;59;28;23;29;90
Região Metropolitana de São Paulo;total_outros;245;306;258;317;251;271;125;239;163;129;122;136;122;147;145;116;112;137;135;68;151
Região Metropolitana de Santarém;total_outros;7;7;12;26;34;28;22;31;45;10;15;30;0;2;2;0;3;4;3;6;6
Região Metropolitana de Salvador;total_outros;53;23;28;22;20;100;146;89;65;40;103;79;89;50;56;33;51;33;35;68;60
Região Metropolitana de Ribeirão Preto;total_outros;25;33;25;22;32;36;12;7;5;8;9;13;16;12;10;17;9;13;5;13;0
Região Metropolitana de Porto Velho;total_outros;66;42;48;71;76;54;105;90;101;98;133;104;121;28;81;47;27;13;8;20;21
Região Metropolitana de Porto Alegre;total_outros;32;26;32;46;32;31;25;30;17;30;17;17;17;17;18;19;9;7;6;3;5
Região Metropolitana de Patos;total_outros;1;0;2;5;15;3;17;7;11;37;35;23;7;4;3;0;1;2;2;0;3
Região Metropolitana de Palmeira dos Índios;total_outros;2;1;2;0;0;0;0;1;1;0;3;5;6;7;9;12;12;3;0;0;0
Região Metropolitana de Palmas;total_outros;7;6;7;13;7;13;7;16;13;44;49;58;35;10;24;18;16;15;12;26;36
Região Metropolitana de Natal;total_outros;10;23;30;20;20;32;8;22;29;46;31;31;47;39;64;56;47;71;97;74;56
Região Metropolitana de Maringá;total_outros;4;4;5;5;9;6;7;5;9;9;3;12;19;13;14;16;6;7;3;1;0
Região Metropolitana de Manaus;total_outros;38;26;49;48;85;105;129;89;94;86;115;118;95;76;75;41;40;23;27;34;18
Região Metropolitana de Maceió;total_outros;19;19;34;55;61;56;80;64;140;127;166;204;177;143;229;182;190;21;11;112;47
Região Metropolitana de Macapá;total_outros;30;5;16;5;8;2;28;52;61;74;83;88;77;59;10;22;4;2;3;23;7
Região Metropolitana de Londrina;total_outros;7;3;4;8;6;8;8;7;4;4;9;14;10;6;10;7;3;7;3;3;2
Região Metropolitana de Lages;total_outros;1;0;2;2;5;4;1;3;3;3;5;3;2;9;3;5;3;2;1;2;3
Região Metropolitana de João Pessoa;total_outros;63;113;81;40;68;68;71;64;80;111;89;59;49;63;69;57;42;44;19;46;72
Região Metropolitana de Itabaiana;total_outros;1;1;2;2;11;18;6;6;8;11;6;9;6;7;5;2;6;2;1;3;1
Região Metropolitana de Gurupi;total_outros;7;2;8;4;4;4;0;4;3;3;4;1;0;5;5;5;8;8;7;8;10
Região Metropolitana de Guarabira;total_outros;0;1;0;1;2;5;5;9;12;2;6;6;5;8;6;4;5;4;8;6;3
Região Metropolitana de Goiânia;total_outros;89;79;119;132;134;99;96;110;144;148;198;177;155;112;83;74;75;25;21;38;115
Região Metropolitana de Fortaleza;total_outros;73;43;15;12;4;22;18;14;4;1;111;35;5;15;130;26;13;12;5;8;3
Região Metropolitana de Florianópolis;total_outros;4;2;2;6;6;6;5;13;10;9;1;5;4;2;3;4;2;1;1;3;5
Região Metropolitana de Feira de Santana;total_outros;8;0;3;1;3;1;14;23;24;15;24;37;37;49;57;26;24;42;21;22;60
Região Metropolitana de Esperança;total_outros;1;0;2;1;14;1;15;13;14;12;21;21;15;11;11;12;10;20;10;9;14
Região Metropolitana de Curitiba;total_outros;41;28;25;22;19;15;6;14;10;21;12;13;17;8;9;7;8;11;5;4;8
Região Metropolitana de Chapecó;total_outros;1;8;3;2;0;2;1;3;3;0;0;0;1;1;2;2;0;1;1;2;1
Região Metropolitana de Central;total_outros;6;1;3;2;0;0;0;1;0;3;5;2;1;0;0;0;0;0;0;0;1
Região Metropolitana de Cascavel;total_outros;2;1;0;1;1;1;0;2;1;0;1;0;1;6;2;0;1;1;0;0;0
Região Metropolitana de Campo Mourão;total_outros;6;2;1;5;4;6;1;3;5;5;7;9;11;12;12;8;10;8;3;2;0
Região Metropolitana de Campinas;total_outros;51;47;48;45;47;48;22;31;25;18;32;24;16;8;12;5;8;9;14;11;7
Região Metropolitana de Campina Grande;total_outros;67;49;140;145;170;155;202;191;157;124;168;137;160;189;164;149;135;100;120;88;96
Região Metropolitana de Cajazeiras;total_outros;0;2;3;1;2;1;3;2;0;6;2;5;7;2;1;1;3;1;0;1;16
Região Metropolitana de Caetés;total_outros;1;0;3;2;2;6;5;9;16;7;18;17;10;21;23;20;23;3;3;8;2
Região Metropolitana de Belo Horizonte;total_outros;177;207;164;213;224;220;237;254;184;202;146;175;213;133;129;118;133;111;92;72;63
Região Metropolitana de Belém;total_outros;30;60;36;23;30;33;16;9;16;11;18;10;22;24;161;66;214;22;93;156;135
Região Metropolitana de Barra de Santa Rosa;total_outros;2;0;2;0;7;0;11;5;10;2;11;10;15;14;5;7;10;10;6;7;5
Região Metropolitana de Araruna;total_outros;0;0;0;1;1;1;1;0;2;0;2;2;7;2;1;1;5;1;2;2;1
Região Metropolitana de Aracaju;total_outros;8;6;18;5;7;20;10;19;12;14;16;10;11;18;14;19;17;7;8;9;6
Região Metropolitana de Apucarana;total_outros;1;1;2;6;3;0;2;1;1;4;2;3;6;8;4;3;3;2;3;4;6
Região Metropolitana da Zona da Mata;total_outros;6;6;9;14;12;13;7;14;19;19;31;46;31;26;28;57;46;16;4;20;2
Região Metropolitana da Serra Gaúcha;total_outros;0;2;1;0;3;2;1;0;2;1;1;1;2;2;1;0;1;2;1;1;1
Região Metropolitana da Grande Vitória;total_outros;36;25;50;26;37;40;24;32;24;32;24;18;30;30;24;19;16;40;39;34;38
Região Metropolitana da Grande São Luís;total_outros;22;51;47;71;68;55;61;93;150;88;83;100;131;156;163;154;124;68;135;137;102
Região Metropolitana da Foz do Rio Itajaí;total_outros;1;2;2;2;2;4;1;1;3;2;3;3;1;1;2;2;1;4;5;1;8
Região Metropolitana da Capital;total_outros;10;18;35;36;24;15;27;13;9;49;20;24;11;14;13;19;18;5;14;28;21
Região Metropolitana da Baixada Santista;total_outros;48;50;55;49;80;70;88;79;94;64;43;52;78;51;47;59;52;26;17;29;13
Região Metropolitana Carbonífera;total_outros;1;2;0;0;3;2;1;3;3;3;0;2;0;0;0;0;0;0;1;0;2
Região Integrada de Desenvolvimento do Distrito Federal e Entorno;total_outros;71;96;92;90;88;101;72;83;96;87;98;112;126;114;162;109;94;102;112;88;76
Região Integrada de Desenvolvimento da Grande Teresina;total_outros;75;93;110;121;83;59;135;128;105;91;53;72;90;110;132;76;60;47;35;34;54
Região Administrativa Integrada de Desenvolvimento do Polo Petrolina/PE e Juazeiro/BA;total_outros;14;6;17;26;17;30;30;14;22;62;57;46;42;38;32;34;32;31;23;23;24
Aglomeração Urbana do Sul;total_outros;12;8;3;9;6;3;7;8;6;4;8;14;5;4;6;3;2;4;4;1;0
Aglomeração Urbana do Litoral Norte;total_outros;0;2;1;2;0;1;1;4;0;1;1;6;0;0;1;2;5;2;0;0;2
Aglomeração Urbana de Piracicaba-AU- Piracicaba;total_outros;18;15;20;17;16;25;13;10;11;9;15;15;21;13;14;24;18;17;11;9;12
Aglomeração Urbana de Jundiaí;total_outros;6;10;9;15;19;8;8;10;5;3;11;2;3;2;2;1;5;2;1;5;2
Aglomeração Urbana de Franca;total_outros;10;3;17;6;15;12;2;3;7;5;3;4;3;0;8;4;7;2;6;3;6
Outros;total_outros;1299;1113;1387;1389;1578;1697;1576;1721;1862;1980;2465;2442;2844;2910;3020;2697;2640;2341;2133;2303;2784
