NOME;tipo;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Região Metropolitana de Central;ciclista;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;2
Região Metropolitana de Cascavel;ciclista;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;1;2;2;0
Região Metropolitana de Campo Mourão;ciclista;4;2;2;0;3;1;1;1;2;3;1;4;4;6;3;3;5;2;6;3;1
Região Metropolitana de Campinas;ciclista;1;0;2;4;9;6;11;13;10;5;7;5;6;8;17;6;4;7;11;10;9
Região Metropolitana de Campina Grande;ciclista;0;0;0;3;1;0;0;1;5;5;3;6;3;4;1;6;3;4;3;9;2
Região Metropolitana de Cajazeiras;ciclista;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
Região Metropolitana de Caetés;ciclista;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;2;1;3
Região Metropolitana de Belo Horizonte;ciclista;18;15;36;28;32;24;26;32;22;24;22;23;22;18;24;16;9;20;26;12;16
Região Metropolitana de Belém;ciclista;2;2;1;2;1;10;9;4;8;16;6;8;10;3;6;2;4;10;7;6;3
Região Metropolitana de Barra de Santa Rosa;ciclista;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;1
Região Metropolitana de Araruna;ciclista;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Região Metropolitana de Aracaju;ciclista;1;6;5;4;4;11;5;14;14;14;20;9;12;10;6;12;14;14;9;18;10
Região Metropolitana de Apucarana;ciclista;2;1;1;0;1;1;2;0;1;3;3;2;2;1;0;1;1;1;0;3;0
Região Metropolitana da Zona da Mata;ciclista;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Região Metropolitana da Serra Gaúcha;ciclista;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;1;0
Região Metropolitana da Grande Vitória;ciclista;3;2;2;7;3;11;12;7;8;8;6;3;9;10;11;14;12;9;15;12;19
Região Metropolitana da Grande São Luís;ciclista;5;3;7;6;9;23;12;9;9;11;8;8;4;6;3;3;5;0;6;1;4
Região Metropolitana da Foz do Rio Itajaí;ciclista;1;1;3;1;4;0;1;2;4;4;4;1;5;0;1;2;0;0;4;2;0
Região Metropolitana da Capital;ciclista;8;8;7;2;1;10;5;11;13;5;11;14;12;10;6;12;5;16;4;3;3
Região Metropolitana da Baixada Santista;ciclista;1;0;4;4;0;3;7;3;7;10;8;21;13;8;8;9;8;7;9;18;18
Região Metropolitana Carbonífera;ciclista;0;1;0;1;2;0;0;1;0;2;0;1;0;0;0;0;0;1;0;1;4
Região Integrada de Desenvolvimento do Distrito Federal e Entorno;ciclista;10;15;18;22;12;44;45;43;60;39;24;40;38;39;25;36;25;20;20;25;28
Região Integrada de Desenvolvimento da Grande Teresina;ciclista;15;13;18;11;23;20;25;35;25;28;32;18;25;13;18;21;24;18;16;16;12
Região Administrativa Integrada de Desenvolvimento do Polo Petrolina/PE e Juazeiro/BA;ciclista;4;2;6;7;0;4;1;2;2;11;1;5;5;5;5;8;5;6;12;2;5
Aglomeração Urbana do Sul;ciclista;0;1;0;1;0;0;3;1;1;1;1;0;0;2;2;2;0;3;0;2;2
Aglomeração Urbana do Litoral Norte;ciclista;0;0;0;0;0;0;1;0;1;0;0;1;1;2;1;0;0;0;1;0;0
Aglomeração Urbana de Piracicaba-AU- Piracicaba;ciclista;0;0;1;1;2;2;4;2;1;2;2;2;3;8;0;6;2;1;5;8;6
Aglomeração Urbana de Jundiaí;ciclista;0;0;0;0;0;0;2;1;3;2;4;0;2;1;1;2;6;2;1;2;2
Aglomeração Urbana de Franca;ciclista;0;0;0;1;2;0;0;1;0;5;2;1;0;3;0;0;2;0;1;1;3
Outros;ciclista;124;184;223;241;289;301;367;375;343;357;370;364;391;343;332;331;316;342;361;349;315
Região Metropolitana do Vale do Rio Cuiabá;motocicleta;21;32;24;18;21;25;23;47;53;59;72;66;72;74;74;93;89;112;89;66;85
Região Metropolitana do Vale do Piancó;motocicleta;0;0;6;2;0;2;2;0;3;5;7;6;6;6;4;3;2;5;3;3;3
Região Metropolitana do Vale do Paraíba e Litoral Norte;motocicleta;3;3;5;1;4;8;7;9;12;9;11;9;19;10;17;19;14;12;17;18;12
Região Metropolitana do Vale do Paraíba;motocicleta;1;1;1;0;3;1;1;3;1;2;1;1;3;4;1;2;0;12;5;3;14
Região Metropolitana do Vale do Mamanguape;motocicleta;0;0;0;0;0;2;3;2;5;5;3;4;7;9;7;12;11;10;15;9;7
Região Metropolitana do Vale do Itajaí;motocicleta;1;0;0;1;1;2;3;5;0;6;7;11;8;5;10;7;6;12;5;7;17
Região Metropolitana do Vale do Aço;motocicleta;1;0;0;2;2;0;0;0;2;4;3;9;12;6;11;17;11;24;19;23;27
Região Metropolitana do Sul do Estado;motocicleta;2;5;1;2;3;2;3;4;0;7;5;4;12;7;13;9;1;5;8;5;4
Região Metropolitana do Sudoeste Maranhense;motocicleta;0;3;4;9;12;11;18;9;1;2;7;33;76;86;102;96;104;92;91;60;61
Região Metropolitana do Sertão;motocicleta;0;0;0;6;3;1;8;3;5;3;6;3;9;2;0;0;1;13;19;9;12
Região Metropolitana do São Francisco;motocicleta;1;0;2;3;3;2;2;5;3;1;4;4;3;2;0;0;1;19;7;15;10
Região Metropolitana do Rio de Janeiro;motocicleta;10;31;37;69;74;106;144;135;160;170;151;116;90;139;167;161;102;135;144;82;137
Região Metropolitana do Recife;motocicleta;33;28;44;63;89;77;85;94;81;120;192;246;246;155;251;238;280;246;200;165;181
Região Metropolitana do Norte/Nordeste Catarinense;motocicleta;1;0;0;0;5;2;3;2;5;10;12;10;12;5;12;7;9;7;8;11;9
Região Metropolitana do Médio Sertão;motocicleta;1;2;3;1;1;3;3;5;5;5;4;4;3;6;0;4;6;19;20;14;18
Região Metropolitana do Extremo Oeste;motocicleta;2;0;0;0;0;1;0;1;2;1;1;5;2;5;5;1;3;7;0;1;4
Região Metropolitana do Contestado;motocicleta;0;0;0;0;0;2;1;1;1;2;2;6;2;2;7;2;6;7;5;3;2
Região Metropolitana do Cariri;motocicleta;8;17;10;5;17;39;40;44;23;23;25;46;10;22;18;18;24;46;53;49;34
Região Metropolitana do Alto Vale do Itajaí;motocicleta;0;0;0;0;2;1;2;0;1;3;1;0;1;1;1;4;4;2;2;3;2
Região Metropolitana do Agreste;motocicleta;8;4;11;8;22;29;30;59;47;65;70;46;44;37;15;14;61;102;138;146;138
Região Metropolitana de Umuarama;motocicleta;1;3;3;3;1;3;7;6;4;4;12;9;6;8;8;21;9;8;6;14;8
Região Metropolitana de Tubarão;motocicleta;0;1;0;1;4;3;3;2;1;2;4;1;5;5;3;1;3;3;3;1;3
Região Metropolitana de Toledo;motocicleta;0;0;1;1;0;3;1;6;1;0;2;2;5;12;12;11;7;8;6;7;11
Região Metropolitana de Sousa;motocicleta;0;0;0;2;0;3;1;8;7;9;7;7;7;8;7;4;4;3;5;10;1
Região Metropolitana de Sorocaba;motocicleta;1;1;5;2;2;2;15;18;12;16;15;23;20;14;19;16;16;13;15;17;27
Região Metropolitana de Sobral;motocicleta;4;4;11;22;15;22;37;51;49;47;75;90;122;109;147;157;143;134;150;129;111
Região Metropolitana de São Paulo;motocicleta;17;54;22;51;53;82;181;152;224;203;278;286;287;229;281;243;239;175;120;239;289
Região Metropolitana de Santarém;motocicleta;0;0;1;0;0;0;0;0;1;0;1;2;0;0;1;0;11;25;30;63;71
Região Metropolitana de Salvador;motocicleta;5;8;14;11;15;99;80;77;19;32;135;93;122;144;160;127;101;104;65;61;61
Região Metropolitana de Ribeirão Preto;motocicleta;2;3;1;1;2;0;13;5;6;13;11;14;14;19;18;18;12;24;21;20;30
Região Metropolitana de Porto Velho;motocicleta;3;7;10;3;7;7;11;11;11;22;29;31;45;75;34;49;43;45;36;23;25
Região Metropolitana de Porto Alegre;motocicleta;2;2;5;3;4;5;6;4;6;9;9;13;10;11;15;7;13;6;10;18;12
Região Metropolitana de Patos;motocicleta;0;0;2;1;1;5;1;3;4;6;11;7;11;6;15;9;9;12;11;9;9
Região Metropolitana de Palmeira dos Índios;motocicleta;1;0;1;1;3;1;1;3;0;1;0;2;0;0;1;0;0;2;4;3;4
Região Metropolitana de Palmas;motocicleta;8;12;20;19;18;23;24;40;29;31;31;44;40;45;35;64;61;61;62;64;51
Região Metropolitana de Natal;motocicleta;19;24;16;20;11;9;21;23;20;39;52;46;48;70;58;51;63;60;71;52;53
Região Metropolitana de Maringá;motocicleta;2;2;2;8;9;3;6;11;8;6;14;4;14;10;11;18;13;10;11;14;16
Região Metropolitana de Manaus;motocicleta;52;37;28;26;29;40;40;37;50;46;56;60;71;82;104;131;138;156;135;125;157
Região Metropolitana de Maceió;motocicleta;9;11;17;22;18;25;17;6;15;13;16;24;37;49;21;29;25;93;79;49;123
Região Metropolitana de Macapá;motocicleta;2;2;2;3;6;1;7;2;1;7;1;0;2;3;31;21;26;26;18;15;34
Região Metropolitana de Londrina;motocicleta;14;3;9;8;11;13;11;13;15;9;12;22;18;7;20;10;18;13;19;27;27
Região Metropolitana de Lages;motocicleta;0;0;0;1;0;0;2;0;1;1;3;1;2;1;4;1;3;2;2;4;5
Região Metropolitana de João Pessoa;motocicleta;4;6;20;10;17;34;28;46;58;62;79;72;90;96;77;103;136;123;114;102;92
Região Metropolitana de Itabaiana;motocicleta;0;0;0;0;3;4;0;4;4;2;0;3;4;14;8;7;5;13;4;4;3
Região Metropolitana de Gurupi;motocicleta;4;2;7;9;7;14;9;12;19;13;7;11;18;32;20;26;27;32;23;21;18
Região Metropolitana de Guarabira;motocicleta;0;1;0;1;4;3;5;5;2;5;3;13;7;18;11;12;17;16;21;12;10
Região Metropolitana de Goiânia;motocicleta;33;50;54;35;63;98;105;130;128;146;151;150;169;153;181;159;187;186;195;191;136
Região Metropolitana de Fortaleza;motocicleta;48;70;71;56;59;55;90;110;77;52;107;106;111;148;102;117;132;231;176;125;129
Região Metropolitana de Florianópolis;motocicleta;3;5;2;2;1;4;4;2;3;9;6;6;6;12;10;15;9;8;9;8;6
Região Metropolitana de Feira de Santana;motocicleta;1;2;2;2;1;5;2;10;7;13;19;10;6;9;6;8;8;3;5;2;13
Região Metropolitana de Esperança;motocicleta;0;0;1;1;2;1;0;0;2;6;2;4;4;3;7;10;7;9;2;7;4
Região Metropolitana de Curitiba;motocicleta;0;2;0;4;1;15;5;12;13;5;5;9;8;2;6;9;6;11;13;14;18
Região Metropolitana de Chapecó;motocicleta;0;1;1;0;2;2;0;0;1;0;1;2;1;1;6;3;6;5;5;4;5
Região Metropolitana de Central;motocicleta;0;1;2;5;3;3;1;2;1;0;2;5;6;5;3;1;0;1;0;0;5
Região Metropolitana de Cascavel;motocicleta;1;1;0;0;2;0;1;2;4;2;2;5;8;8;4;6;2;5;4;6;14
Região Metropolitana de Campo Mourão;motocicleta;0;2;2;1;0;2;2;4;0;6;9;14;25;14;18;14;19;23;18;12;18
Região Metropolitana de Campinas;motocicleta;4;1;1;4;14;12;31;18;36;25;27;53;37;27;36;37;37;40;37;48;41
Região Metropolitana de Campina Grande;motocicleta;3;0;0;3;16;31;21;60;88;59;34;50;101;97;109;108;105;93;100;86;105
Região Metropolitana de Cajazeiras;motocicleta;0;3;2;2;2;2;5;4;4;11;9;9;7;7;12;7;6;5;13;12;5
Região Metropolitana de Caetés;motocicleta;0;1;0;1;3;2;1;1;4;1;0;1;3;3;1;1;4;7;10;6;11
Região Metropolitana de Belo Horizonte;motocicleta;34;31;39;44;68;70;90;98;140;102;124;152;145;149;153;126;119;98;112;96;107
Região Metropolitana de Belém;motocicleta;8;11;8;20;14;35;32;21;28;23;46;75;66;64;47;75;54;68;74;71;70
Região Metropolitana de Barra de Santa Rosa;motocicleta;0;0;0;2;2;1;0;2;1;3;1;3;3;6;1;3;8;1;8;11;6
Região Metropolitana de Araruna;motocicleta;0;0;0;0;1;3;0;3;2;0;1;7;0;4;6;5;5;1;2;4;3
Região Metropolitana de Aracaju;motocicleta;9;14;29;22;33;46;48;56;60;103;114;137;150;144;115;129;106;104;84;99;95
Região Metropolitana de Apucarana;motocicleta;1;3;2;3;3;4;4;3;4;4;5;8;13;12;9;11;8;5;3;11;14
Região Metropolitana da Zona da Mata;motocicleta;1;1;1;0;0;1;3;5;0;1;6;5;2;12;2;3;2;18;17;3;25
Região Metropolitana da Serra Gaúcha;motocicleta;0;0;1;1;1;1;4;0;0;2;3;3;3;2;5;0;4;0;3;5;3
Região Metropolitana da Grande Vitória;motocicleta;8;5;18;22;29;41;38;47;59;64;79;68;74;71;75;74;69;63;50;54;59
Região Metropolitana da Grande São Luís;motocicleta;10;12;23;21;16;31;37;45;58;59;65;75;95;68;68;64;65;56;45;32;64
Região Metropolitana da Foz do Rio Itajaí;motocicleta;0;2;0;2;2;1;3;1;3;2;3;5;5;4;6;5;2;5;3;9;4
Região Metropolitana da Capital;motocicleta;19;22;29;4;6;19;14;36;36;13;41;36;44;52;30;55;28;46;13;20;23
Região Metropolitana da Baixada Santista;motocicleta;2;4;4;6;4;8;18;19;28;22;29;31;29;23;24;20;32;31;38;27;52
Região Metropolitana Carbonífera;motocicleta;0;1;4;2;3;0;1;3;3;3;2;5;2;2;4;1;4;3;1;1;2
Região Integrada de Desenvolvimento do Distrito Federal e Entorno;motocicleta;13;21;53;54;43;91;87;123;116;128;158;140;144;144;134;144;145;94;93;114;97
Região Integrada de Desenvolvimento da Grande Teresina;motocicleta;28;22;34;39;63;84;84;110;99;141;201;217;232;209;231;265;266;208;205;201;194
Região Administrativa Integrada de Desenvolvimento do Polo Petrolina/PE e Juazeiro/BA;motocicleta;10;9;20;21;1;12;7;14;20;32;29;70;86;91;86;100;136;97;93;114;94
Aglomeração Urbana do Sul;motocicleta;0;0;0;0;1;4;4;2;2;6;1;3;8;4;5;4;4;5;3;6;7
Aglomeração Urbana do Litoral Norte;motocicleta;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;1;0;2;0;3
Aglomeração Urbana de Piracicaba-AU- Piracicaba;motocicleta;1;3;1;0;2;5;3;4;3;9;5;7;9;2;17;21;10;13;17;20;30
Aglomeração Urbana de Jundiaí;motocicleta;0;0;2;1;4;3;5;3;7;6;4;9;6;9;16;14;5;14;14;13;13
Aglomeração Urbana de Franca;motocicleta;1;2;0;0;1;1;2;1;2;4;5;5;3;2;5;2;7;6;6;10;14
Outros;motocicleta;459;540;749;906;1053;1264;1481;1819;2246;2523;3005;3236;3838;3728;4067;3956;4113;4125;3944;3890;4106
Região Metropolitana do Vale do Rio Cuiabá;auto;37;58;70;38;37;33;41;44;38;61;64;51;46;56;74;46;41;38;46;32;43
Região Metropolitana do Vale do Piancó;auto;0;0;1;0;1;1;2;1;2;2;3;2;8;11;8;19;14;9;13;9;17
Região Metropolitana do Vale do Paraíba e Litoral Norte;auto;8;3;5;2;7;5;5;14;7;22;10;10;7;13;11;6;9;9;6;15;13
Região Metropolitana do Vale do Paraíba;auto;3;3;2;0;1;1;0;0;1;0;0;1;0;1;0;0;0;5;11;2;9
Região Metropolitana do Vale do Mamanguape;auto;0;0;0;3;1;2;11;10;5;7;2;1;4;1;4;0;4;4;4;0;0
Região Metropolitana do Vale do Itajaí;auto;0;0;0;0;1;0;0;2;0;1;4;4;2;4;4;5;1;3;3;3;3
Região Metropolitana do Vale do Aço;auto;4;5;7;3;0;6;8;9;10;24;23;18;4;16;12;20;5;31;9;6;10
Região Metropolitana do Sul do Estado;auto;0;1;0;0;2;2;0;0;0;1;1;0;3;1;2;9;1;5;5;1;2
Região Metropolitana do Sudoeste Maranhense;auto;0;5;7;7;7;9;21;12;1;8;10;15;19;11;24;15;19;9;12;11;9
Região Metropolitana do Sertão;auto;2;9;0;2;2;0;1;0;0;8;1;0;0;0;1;0;0;4;7;4;10
Região Metropolitana do São Francisco;auto;0;1;4;1;3;1;1;0;0;1;1;0;0;0;0;0;0;4;3;6;4
Região Metropolitana do Rio de Janeiro;auto;24;35;69;75;72;97;98;88;92;65;58;77;71;77;58;66;48;56;53;23;41
Região Metropolitana do Recife;auto;55;35;53;31;73;71;61;65;72;47;46;34;42;36;52;70;60;50;44;41;34
Região Metropolitana do Norte/Nordeste Catarinense;auto;6;2;3;1;6;4;4;4;1;6;8;3;8;7;13;17;8;9;10;9;8
Região Metropolitana do Médio Sertão;auto;2;3;1;2;0;2;0;0;0;0;0;1;3;0;1;0;0;6;1;2;1
Região Metropolitana do Extremo Oeste;auto;3;0;1;1;0;0;0;3;4;0;0;2;9;5;2;4;3;3;1;2;4
Região Metropolitana do Contestado;auto;2;2;0;2;0;4;2;2;2;4;6;4;6;14;7;4;4;14;2;14;13
Região Metropolitana do Cariri;auto;15;7;8;2;9;5;10;10;17;4;2;0;0;0;0;0;3;3;4;0;0
Região Metropolitana do Alto Vale do Itajaí;auto;1;0;0;0;2;0;0;0;1;4;2;1;0;3;5;2;1;3;1;1;2
Região Metropolitana do Agreste;auto;6;6;10;13;3;5;12;17;3;9;7;9;3;2;1;6;5;35;11;18;29
Região Metropolitana de Umuarama;auto;3;5;1;4;7;2;2;4;2;0;7;3;6;5;13;11;11;15;9;13;13
Região Metropolitana de Tubarão;auto;0;2;3;3;5;8;4;1;2;3;1;2;1;3;1;4;0;5;1;0;2
Região Metropolitana de Toledo;auto;1;0;1;0;2;2;1;1;4;0;2;1;8;8;10;10;7;14;7;6;10
Região Metropolitana de Sousa;auto;0;0;1;6;0;0;2;1;2;0;3;4;7;13;13;26;19;9;20;12;12
Região Metropolitana de Sorocaba;auto;0;2;1;5;2;3;12;17;13;10;30;23;15;13;17;6;2;12;14;15;20
Região Metropolitana de Sobral;auto;5;2;8;5;15;20;5;8;11;14;18;21;8;11;9;14;17;17;21;5;4
Região Metropolitana de São Paulo;auto;15;24;15;26;32;40;96;66;80;70;82;83;108;105;109;85;88;47;32;70;93
Região Metropolitana de Santarém;auto;0;0;0;2;1;0;0;0;0;0;1;0;0;0;1;0;4;15;1;3;0
Região Metropolitana de Salvador;auto;32;54;43;39;55;59;57;36;39;38;69;98;137;108;92;71;56;62;32;40;48
Região Metropolitana de Ribeirão Preto;auto;8;5;7;9;6;3;13;9;12;9;19;14;14;21;17;14;14;7;13;10;33
Região Metropolitana de Porto Velho;auto;0;0;1;1;0;1;1;0;1;1;0;4;8;16;4;14;7;10;10;9;7
Região Metropolitana de Porto Alegre;auto;2;4;1;4;6;7;3;5;8;6;11;8;9;8;5;14;7;8;9;9;7
Região Metropolitana de Patos;auto;0;0;0;0;2;1;2;5;4;7;5;7;18;26;26;28;39;25;34;21;22
Região Metropolitana de Palmeira dos Índios;auto;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0
Região Metropolitana de Palmas;auto;17;16;20;11;17;24;12;31;13;14;14;21;12;28;23;30;22;28;15;15;15
Região Metropolitana de Natal;auto;47;35;20;21;30;27;44;27;41;23;30;23;19;21;24;20;13;14;11;12;10
Região Metropolitana de Maringá;auto;1;2;4;3;9;6;2;5;9;2;9;3;5;11;13;9;8;7;2;9;8
Região Metropolitana de Manaus;auto;43;30;32;31;19;17;29;26;28;46;51;39;37;46;46;56;48;31;41;35;29
Região Metropolitana de Maceió;auto;17;19;6;4;6;7;2;1;3;3;1;5;3;2;3;1;2;37;27;8;12
Região Metropolitana de Macapá;auto;18;1;0;10;10;4;4;14;6;4;0;0;2;1;13;7;14;10;6;11;3
Região Metropolitana de Londrina;auto;7;5;7;5;7;6;8;9;7;8;8;15;10;9;14;12;12;8;10;22;19
Região Metropolitana de Lages;auto;2;1;0;1;0;1;3;0;3;2;1;9;4;3;8;12;5;4;8;10;10
Região Metropolitana de João Pessoa;auto;51;12;0;44;16;13;14;10;11;20;35;22;28;15;12;25;17;6;15;7;5
Região Metropolitana de Itabaiana;auto;0;0;0;1;3;0;1;0;3;3;3;0;2;1;2;8;3;7;6;7;12
Região Metropolitana de Gurupi;auto;16;13;15;15;25;13;26;25;26;31;36;52;68;22;35;34;28;24;15;11;11
Região Metropolitana de Guarabira;auto;2;2;0;1;4;5;3;5;1;4;0;0;6;5;4;2;5;12;9;16;20
Região Metropolitana de Goiânia;auto;18;24;21;17;45;38;57;42;45;44;34;47;44;49;73;66;72;71;58;46;47
Região Metropolitana de Fortaleza;auto;48;57;76;68;68;63;88;117;152;64;23;82;83;61;69;86;133;29;51;25;7
Região Metropolitana de Florianópolis;auto;0;4;2;1;2;0;1;0;0;5;2;5;3;3;3;5;6;3;3;1;3
Região Metropolitana de Feira de Santana;auto;31;11;10;7;8;15;30;50;46;63;73;75;72;62;43;19;18;31;36;24;44
Região Metropolitana de Esperança;auto;1;0;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
Região Metropolitana de Curitiba;auto;9;8;6;8;8;7;13;3;10;2;4;10;5;5;6;6;11;7;11;6;14
Região Metropolitana de Chapecó;auto;0;1;1;0;0;2;2;3;3;1;0;9;4;3;3;4;8;2;8;9;2
Região Metropolitana de Central;auto;2;1;1;2;1;1;0;4;1;1;5;0;0;1;3;1;2;2;0;1;0
Região Metropolitana de Cascavel;auto;3;3;3;2;5;2;4;5;4;1;2;2;8;9;10;10;5;11;8;3;9
Região Metropolitana de Campo Mourão;auto;6;0;2;3;5;1;0;8;3;13;15;12;14;9;17;16;14;19;10;14;20
Região Metropolitana de Campinas;auto;1;0;2;4;7;4;6;10;6;9;6;9;16;14;12;22;28;24;20;10;16
Região Metropolitana de Campina Grande;auto;6;0;1;9;0;0;0;0;0;1;0;1;1;0;1;0;1;1;0;0;0
Região Metropolitana de Cajazeiras;auto;0;0;0;1;2;2;1;0;1;2;2;6;12;8;19;24;18;18;16;8;6
Região Metropolitana de Caetés;auto;4;1;1;0;1;0;0;1;0;0;0;0;1;2;0;1;1;6;2;0;7
Região Metropolitana de Belo Horizonte;auto;41;50;73;59;66;84;121;110;103;109;143;131;89;146;137;133;88;81;69;70;79
Região Metropolitana de Belém;auto;14;15;8;9;12;18;11;11;2;3;5;3;10;5;12;5;4;8;15;15;11
Região Metropolitana de Barra de Santa Rosa;auto;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0
Região Metropolitana de Araruna;auto;1;0;0;0;0;0;0;1;1;2;0;0;7;1;3;0;0;2;1;1;7
Região Metropolitana de Aracaju;auto;21;37;35;23;27;17;12;26;19;23;33;32;26;32;25;21;19;17;15;21;12
Região Metropolitana de Apucarana;auto;2;3;3;6;9;3;6;4;4;3;3;2;9;4;7;11;3;9;3;5;6
Região Metropolitana da Zona da Mata;auto;7;1;1;0;2;0;2;1;0;5;0;1;3;3;0;0;0;6;7;5;6
Região Metropolitana da Serra Gaúcha;auto;2;4;6;5;1;1;1;1;6;6;6;2;1;3;3;2;5;2;3;0;3
Região Metropolitana da Grande Vitória;auto;35;51;33;37;36;39;37;69;51;62;63;78;90;84;75;40;37;47;41;31;24
Região Metropolitana da Grande São Luís;auto;28;28;11;12;11;10;12;18;18;17;31;35;36;24;19;15;14;25;6;7;7
Região Metropolitana da Foz do Rio Itajaí;auto;0;0;1;1;2;2;3;0;2;1;1;1;3;2;1;0;2;1;2;1;2
Região Metropolitana da Capital;auto;15;7;10;3;5;7;9;16;8;7;11;11;8;20;12;26;15;13;16;20;32
Região Metropolitana da Baixada Santista;auto;2;2;1;0;1;1;4;6;2;8;5;6;13;5;4;2;3;5;8;8;10
Região Metropolitana Carbonífera;auto;0;1;0;2;0;0;1;3;1;2;4;3;0;1;2;3;2;2;3;0;1
Região Integrada de Desenvolvimento do Distrito Federal e Entorno;auto;236;227;223;270;227;177;170;155;162;213;215;258;238;244;233;188;159;118;112;111;100
Região Integrada de Desenvolvimento da Grande Teresina;auto;2;5;3;5;7;5;16;13;9;11;38;19;30;40;26;28;30;32;19;17;20
Região Administrativa Integrada de Desenvolvimento do Polo Petrolina/PE e Juazeiro/BA;auto;12;24;35;16;13;26;25;13;28;17;38;72;71;60;75;59;78;42;58;71;65
Aglomeração Urbana do Sul;auto;0;1;0;0;2;3;1;3;2;4;2;0;1;1;1;2;2;2;2;2;2
Aglomeração Urbana do Litoral Norte;auto;0;0;0;0;0;0;0;2;1;0;5;3;1;2;1;0;1;1;2;0;3
Aglomeração Urbana de Piracicaba-AU- Piracicaba;auto;0;1;1;3;2;4;5;3;3;10;10;3;5;6;6;8;9;13;7;4;8
Aglomeração Urbana de Jundiaí;auto;0;1;3;3;4;3;2;5;6;4;2;8;5;4;1;0;3;7;3;8;1
Aglomeração Urbana de Franca;auto;1;0;0;2;1;1;9;13;9;3;3;4;3;5;4;4;2;6;5;3;7
Outros;auto;843;974;1234;1173;1446;1444;1341;1621;1859;1893;2325;2468;2707;2653;2824;2547;2418;2472;2051;1997;2021
Região Metropolitana do Vale do Rio Cuiabá;total_outros;28;10;15;16;26;34;28;36;46;45;29;61;48;72;72;55;46;53;43;33;54
Região Metropolitana do Vale do Piancó;total_outros;2;0;1;0;1;0;3;0;4;4;2;4;3;2;2;3;1;0;1;1;0
Região Metropolitana do Vale do Paraíba e Litoral Norte;total_outros;34;31;39;30;38;38;35;47;41;17;25;35;37;24;31;27;21;14;29;31;23
Região Metropolitana do Vale do Paraíba;total_outros;1;6;3;2;3;2;8;7;9;14;20;16;14;20;16;26;18;2;0;14;3
Região Metropolitana do Vale do Mamanguape;total_outros;2;0;2;0;3;7;1;3;3;9;5;4;4;6;2;5;2;5;3;3;9
Região Metropolitana do Vale do Itajaí;total_outros;3;0;1;1;2;5;1;4;0;1;3;1;2;2;1;1;0;0;0;0;2
Região Metropolitana do Vale do Aço;total_outros;4;8;5;7;4;10;10;4;4;2;8;27;30;22;43;21;27;29;17;16;18
Região Metropolitana do Sul do Estado;total_outros;0;2;0;1;0;2;0;3;1;3;1;2;0;0;3;5;0;1;1;1;0
Região Metropolitana do Sudoeste Maranhense;total_outros;24;30;19;28;40;36;31;89;99;89;122;74;42;38;26;34;35;44;8;6;6
Região Metropolitana do Sertão;total_outros;1;4;1;3;1;5;2;4;11;9;11;18;29;21;35;25;30;1;2;1;2
Região Metropolitana do São Francisco;total_outros;8;5;0;6;1;6;1;10;4;4;11;16;23;14;31;16;15;0;0;0;0
Região Metropolitana do Rio de Janeiro;total_outros;180;190;163;153;158;159;191;158;123;87;209;231;443;336;459;152;486;335;239;276;304
Região Metropolitana do Recife;total_outros;174;203;190;187;133;150;140;189;181;198;208;193;135;180;99;85;62;44;39;46;37
Região Metropolitana do Norte/Nordeste Catarinense;total_outros;5;2;6;1;2;7;8;3;2;6;3;6;6;3;6;9;2;3;3;1;3
Região Metropolitana do Médio Sertão;total_outros;4;3;2;1;1;3;5;3;3;4;10;23;25;30;35;24;28;1;0;0;0
Região Metropolitana do Extremo Oeste;total_outros;2;3;0;1;0;0;2;1;3;1;3;6;2;3;1;0;0;5;3;0;1
Região Metropolitana do Contestado;total_outros;2;2;4;11;4;2;1;1;1;1;1;3;8;2;2;1;0;3;0;0;5
Região Metropolitana do Cariri;total_outros;11;2;2;9;27;5;1;9;58;59;48;130;177;121;125;139;102;6;6;2;3
Região Metropolitana do Alto Vale do Itajaí;total_outros;0;1;1;0;0;3;0;0;1;0;2;0;0;0;3;5;1;0;0;1;0
Região Metropolitana do Agreste;total_outros;27;17;10;20;37;23;34;38;51;71;109;127;175;168;202;182;136;10;2;5;10
Região Metropolitana de Umuarama;total_outros;3;5;3;2;1;0;3;3;0;1;1;0;3;5;9;8;8;7;0;3;4
Região Metropolitana de Tubarão;total_outros;3;3;1;2;2;0;1;0;1;0;1;0;0;0;0;1;0;0;2;1;0
