UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
AL;27;6703;Penedo;20463;6695;0;439;23;1148;384;0;416;76;8315;2008;328;0;430;106;2;2;0;0;5;86
AL;27;6802;Piaçabuçu;2598;896;0;35;0;239;55;0;54;16;923;234;24;0;96;13;0;0;0;0;4;9
AL;27;6901;Pilar;9244;4064;0;178;34;450;229;0;223;63;2588;831;150;0;331;54;0;1;0;4;2;42
AL;27;7008;Pindoba;498;126;0;6;0;32;4;0;0;1;307;3;5;0;13;0;0;0;0;0;0;1
AL;27;7107;Piranhas;6387;1797;0;103;3;393;65;0;1;98;3495;317;19;0;64;8;0;1;0;0;2;21
AL;27;7206;Poço das Trincheiras;3128;795;0;87;4;196;37;0;0;70;1790;62;25;0;40;16;0;0;0;0;0;6
AL;27;7305;Porto Calvo;6327;2186;0;289;10;307;211;0;35;135;2560;258;94;0;184;27;0;0;0;0;4;27
AL;27;7404;Porto de Pedras;1775;631;0;32;1;93;26;0;90;15;738;76;8;0;43;3;0;1;0;0;1;17
AL;27;7503;Porto Real do Colégio;2865;868;0;44;4;141;35;0;6;36;1482;148;33;0;50;8;0;1;0;0;0;9
AL;27;7602;Quebrangulo;2456;652;0;39;1;172;44;0;2;18;1396;67;21;0;26;10;0;0;0;0;0;8
AL;27;7701;Rio Largo;21187;9928;0;579;171;1108;557;0;700;232;6237;336;326;0;575;320;4;0;0;0;11;103
AL;27;7800;Roteiro;1194;497;0;16;1;64;46;0;17;24;440;27;13;0;30;13;0;0;0;0;0;6
AL;27;7909;Santa Luzia do Norte;1463;694;0;26;0;73;33;0;41;4;477;13;49;0;42;6;0;0;0;0;0;5
AL;27;8006;Santana do Ipanema;19376;5129;0;524;14;1150;196;0;18;283;10475;905;82;0;412;99;0;1;0;0;11;77
AL;27;8105;Santana do Mundaú;3037;592;0;69;2;188;35;0;3;30;1907;129;16;0;44;15;0;0;0;0;0;7
AL;27;8204;São Brás;631;187;0;9;0;43;17;0;0;3;330;28;8;0;4;1;0;0;0;0;1;0
AL;27;8303;São José da Laje;4738;1555;0;148;1;244;95;0;21;73;2030;293;88;0;136;14;0;0;0;0;3;37
AL;27;8402;São José da Tapera;6500;2218;0;165;4;397;91;0;3;123;3036;253;57;0;109;30;0;0;0;0;3;11
AL;27;8501;São Luís do Quitunde;5945;2225;0;269;12;331;110;0;92;40;2103;169;267;0;242;60;1;0;0;0;1;23
AL;27;8600;São Miguel dos Campos;17956;6199;0;413;116;769;354;0;105;183;6951;1619;255;0;549;340;0;2;0;1;4;96
AL;27;8709;São Miguel dos Milagres;2248;865;0;44;0;178;47;0;130;6;769;134;7;0;46;8;0;1;0;0;0;13
AL;27;8808;São Sebastião;9436;2409;0;198;46;503;60;0;49;48;4575;1021;213;0;203;86;0;0;0;0;2;23
AL;27;8907;Satuba;5532;2802;0;138;33;305;143;0;125;30;1595;112;34;0;142;57;0;0;0;0;0;16
AL;27;8956;Senador Rui Palmeira;2448;624;0;48;1;204;28;0;2;32;1393;58;18;0;33;4;0;0;0;0;0;3
AL;27;9004;Tanque d'Arca;1610;473;0;25;0;76;33;0;4;14;901;32;10;0;37;3;0;1;0;0;0;1
AL;27;9103;Taquarana;5673;1441;0;115;6;341;57;0;5;81;3167;278;53;0;100;17;0;1;0;0;0;11
AL;27;9152;Teotônio Vilela;10231;3136;0;215;45;487;135;1;193;91;4233;1026;244;0;290;97;0;0;0;0;1;37
AL;27;9202;Traipu;4074;890;0;106;2;211;35;0;0;24;2572;145;42;0;31;3;0;0;0;0;1;12
AL;27;9301;União dos Palmares;20894;5861;0;598;28;1189;333;0;256;312;10420;1054;279;0;379;88;0;3;0;0;3;91
AL;27;9400;Viçosa;6838;2037;0;131;10;402;119;0;12;28;3677;179;48;0;140;31;2;0;0;0;0;22
AM;13;29;Alvarães;888;17;0;16;0;42;1;0;0;0;571;213;6;0;0;0;0;0;0;0;22;0
AM;13;60;Amaturá;365;4;0;7;0;17;2;0;0;1;217;114;1;0;2;0;0;0;0;0;0;0
AM;13;86;Anamã;239;11;0;0;0;9;0;0;2;1;167;44;4;0;0;0;0;0;0;0;1;0
AM;13;102;Anori;636;31;0;16;3;41;5;0;0;3;405;127;2;0;0;1;0;0;0;0;2;0
AM;13;144;Apuí;5160;581;0;274;16;857;45;0;0;4;2599;661;37;0;28;37;0;0;0;0;4;17
AM;13;201;Atalaia do Norte;611;23;0;3;0;34;5;0;0;1;330;212;1;0;0;0;0;0;0;0;0;2
AM;13;300;Autazes;2665;305;0;62;1;180;41;0;3;7;1465;540;33;0;3;0;0;0;0;0;19;6
AM;13;409;Barcelos;1318;131;0;18;0;77;15;0;1;4;735;325;0;0;1;1;0;0;0;0;7;3
AM;13;508;Barreirinha;836;16;0;8;0;24;2;0;0;1;541;231;6;0;0;1;0;0;0;0;6;0
AM;13;607;Benjamin Constant;2186;84;0;23;0;57;17;0;0;5;1106;879;5;0;0;3;0;0;0;0;5;2
AM;13;631;Beruri;515;28;0;11;0;36;3;0;0;0;321;112;0;0;0;2;0;0;0;0;1;1
AM;13;680;Boa Vista do Ramos;588;15;0;5;0;22;1;0;1;0;428;112;1;0;0;0;0;0;0;0;3;0
AM;13;706;Boca do Acre;4148;669;0;81;14;262;22;1;0;7;2309;703;12;0;14;43;0;1;0;0;9;1
AM;13;805;Borba;1034;68;0;25;0;66;10;0;1;0;606;245;6;0;0;0;0;0;0;0;6;1
AM;13;839;Caapiranga;341;22;0;10;0;33;3;0;0;1;170;90;7;0;0;1;0;0;0;0;4;0
AM;13;904;Canutama;334;23;0;6;0;29;1;0;0;0;199;65;1;0;0;0;0;0;0;0;10;0
AM;13;1001;Carauari;3110;120;0;56;0;102;16;0;0;2;1991;790;2;0;0;0;0;0;0;0;25;6
AM;13;1100;Careiro;3255;644;0;102;4;356;160;0;5;62;1474;256;119;0;12;11;0;1;0;0;41;8
AM;13;1159;Careiro da Várzea;564;142;0;33;5;58;40;0;3;28;151;36;49;0;0;4;0;0;0;1;14;0
AM;13;1209;Coari;12424;699;0;146;6;430;59;0;6;9;7752;3234;15;0;2;3;0;0;0;0;51;12
AM;13;1308;Codajás;790;38;0;11;0;51;6;0;1;3;543;131;4;0;0;0;0;0;0;0;1;1
AM;13;1407;Eirunepé;2346;122;0;43;0;97;12;0;0;4;1473;583;8;0;0;0;0;0;0;0;2;2
AM;13;1506;Envira;571;22;0;17;0;38;5;0;0;0;386;97;5;0;0;0;0;0;0;0;0;1
AM;13;1605;Fonte Boa;1878;30;0;22;0;61;6;0;1;1;1431;324;0;0;1;0;0;0;0;0;1;0
AM;13;1654;Guajará;526;129;0;22;0;95;6;0;0;0;180;76;13;0;1;1;0;0;0;0;1;2
AM;13;1704;Humaitá;10907;1497;0;363;72;846;81;0;9;15;4845;2854;55;0;110;107;0;0;0;1;21;31
AM;13;1803;Ipixuna;47;6;0;6;0;13;2;0;0;0;11;6;3;0;0;0;0;0;0;0;0;0
AM;13;1852;Iranduba;9186;2266;0;377;34;917;219;2;21;55;4063;858;178;0;49;89;0;1;0;1;36;20
AM;13;1902;Itacoatiara;27553;3732;0;405;44;1119;208;0;22;44;12400;9173;190;0;52;79;0;1;0;0;64;20
AM;13;1951;Itamarati;351;7;0;14;0;14;2;0;0;0;261;51;2;0;0;0;0;0;0;0;0;0
AM;13;2009;Itapiranga;1083;209;0;29;4;102;8;0;1;3;499;196;12;0;1;12;0;0;0;0;7;0
AM;13;2108;Japurá;463;13;0;7;0;21;2;0;0;0;337;79;4;0;0;0;0;0;0;0;0;0
AM;13;2207;Juruá;619;10;0;10;0;33;2;0;0;0;422;136;4;0;0;0;0;0;0;0;1;1
AM;13;2306;Jutaí;948;11;0;8;0;48;1;0;1;2;741;130;3;0;0;1;0;0;0;0;0;2
AM;13;2405;Lábrea;3048;220;0;56;1;225;24;0;0;5;1740;730;12;0;3;10;0;0;0;0;10;12
AM;13;2504;Manacapuru;21059;3480;0;414;24;1338;351;0;8;101;10181;4770;168;0;36;66;0;1;0;0;77;44
AM;13;2553;Manaquiri;995;167;0;21;0;96;15;0;1;11;570;86;9;0;0;0;0;0;0;0;19;0
AM;13;2603;Manaus;856285;421338;0;18274;4409;88202;27088;34;1966;3133;228693;27001;9109;0;4166;14290;6;90;0;88;1253;7145
AM;13;2702;Manicoré;3262;211;0;90;14;246;12;0;1;7;1550;1039;54;0;10;14;0;0;0;0;2;12
AM;13;2801;Maraã;679;11;0;7;0;20;6;0;0;1;469;162;0;0;0;0;0;0;0;0;3;0
AM;13;2900;Maués;6011;482;0;61;0;249;49;0;8;5;3216;1877;26;0;1;0;0;0;0;0;28;9
AM;13;3007;Nhamundá;734;10;0;10;0;11;3;0;0;0;409;283;8;0;0;0;0;0;0;0;0;0
AM;13;3106;Nova Olinda do Norte;1411;83;0;28;0;98;8;0;1;10;742;418;12;0;1;0;0;0;0;0;10;0
AM;13;3205;Novo Airão;1785;430;0;38;1;156;28;0;0;11;852;235;14;0;2;2;0;0;0;0;10;6
AM;13;3304;Novo Aripuanã;1094;29;0;25;0;56;5;0;0;3;725;233;8;0;2;1;0;0;0;0;5;2
AM;13;3403;Parintins;22807;1846;0;193;2;607;126;0;18;11;11488;8303;33;0;4;12;0;3;0;0;135;26
AM;13;3502;Pauini;326;22;0;5;0;17;7;0;0;1;215;55;1;0;0;0;0;0;0;0;2;1
AM;13;3536;Presidente Figueiredo;8262;2289;0;374;58;1041;278;0;7;70;3056;666;126;0;91;163;0;1;0;1;17;24
AM;13;3569;Rio Preto da Eva;5603;1113;0;218;23;751;108;0;12;27;2737;440;83;0;27;32;0;0;0;0;13;19
AM;13;3601;Santa Isabel do Rio Negro;490;15;0;11;0;32;7;0;2;4;261;152;4;0;0;0;0;0;0;0;1;1
AM;13;3700;Santo Antônio do Içá;1052;13;0;20;0;40;4;0;0;0;755;218;1;0;0;1;0;0;0;0;0;0
AM;13;3809;São Gabriel da Cachoeira;4764;1484;0;103;1;494;66;0;4;18;1636;869;39;0;9;0;0;2;0;0;27;12
AM;13;3908;São Paulo de Olivença;1477;18;0;16;0;33;8;0;0;0;1076;319;6;0;0;0;0;0;0;0;1;0
AM;13;3957;São Sebastião do Uatumã;379;18;0;8;0;16;0;0;0;1;266;61;2;0;1;0;0;0;0;0;6;0
AM;13;4005;Silves;614;65;0;12;0;50;10;0;0;10;283;67;5;0;0;108;0;0;0;0;4;0
AM;13;4062;Tabatinga;11372;1135;0;102;0;341;128;0;3;11;5542;4034;7;0;3;4;0;1;0;0;37;24
AM;13;4104;Tapauá;668;33;0;9;0;47;6;0;1;0;381;184;4;0;0;0;0;0;0;0;3;0
AM;13;4203;Tefé;14172;1101;0;94;1;432;76;0;1;23;8105;4161;29;0;9;3;1;1;0;0;118;17
AM;13;4237;Tonantins;562;3;0;6;0;19;3;0;0;0;400;128;1;0;0;1;0;0;0;0;1;0
AM;13;4260;Uarini;695;6;0;15;0;24;2;0;0;1;537;103;2;0;0;0;0;0;0;0;5;0
AM;13;4302;Urucará;942;37;0;27;2;56;3;0;0;3;550;252;2;0;0;1;0;0;0;0;9;0
AM;13;4401;Urucurituba;761;33;0;9;0;43;9;0;1;0;470;186;2;0;0;0;0;0;0;0;8;0
AP;16;105;Amapá;756;272;0;18;0;51;21;0;3;6;318;55;4;0;5;0;0;0;0;0;2;1
AP;16;204;Calçoene;973;249;0;32;3;68;16;0;2;3;519;55;6;0;10;8;0;0;0;0;1;1
AP;16;212;Cutias;202;62;0;10;1;17;8;0;0;2;90;12;0;0;0;0;0;0;0;0;0;0
AP;16;238;Ferreira Gomes;671;271;0;20;0;58;29;0;2;6;220;49;8;0;8;0;0;0;0;0;0;0
AP;16;253;Itaubal;214;61;0;16;0;10;4;0;1;0;109;8;4;0;1;0;0;0;0;0;0;0
AP;16;279;Laranjal do Jari;6120;1613;0;110;3;421;114;0;9;9;2985;771;31;0;7;8;0;0;0;0;9;30
AP;16;303;Macapá;179547;77659;0;3346;370;21903;4241;13;748;370;55025;11161;847;0;1422;747;29;22;0;7;341;1296
AP;16;402;Mazagão;1412;626;0;62;2;96;33;0;13;13;443;71;31;0;5;8;0;0;0;0;4;5
AP;16;501;Oiapoque;4401;1294;0;102;21;331;63;0;56;8;1977;466;24;0;9;20;0;0;0;0;7;23
AP;16;154;Pedra Branca do Amapari;923;304;0;43;3;76;58;0;0;9;318;64;29;0;7;4;0;0;0;2;3;3
AP;16;535;Porto Grande;2715;903;0;87;14;187;91;0;10;10;1128;185;54;0;16;21;1;1;0;0;4;3
AP;16;550;Pracuúba;170;63;0;11;0;15;4;0;0;3;68;2;2;0;2;0;0;0;0;0;0;0
AP;16;600;Santana;32788;12414;0;754;145;3216;640;1;110;65;10996;2693;432;0;176;969;20;0;0;1;48;108
AP;16;55;Serra do Navio;577;259;0;20;3;44;40;0;0;3;171;25;6;0;3;3;0;0;0;0;0;0
AP;16;709;Tartarugalzinho;734;206;0;40;2;60;35;0;1;8;328;37;7;0;5;3;0;0;0;0;1;1
AP;16;808;Vitória do Jari;488;135;0;19;1;44;9;0;0;2;217;52;4;0;0;2;0;0;0;0;1;2
BA;29;108;Abaíra;2437;1097;0;65;6;324;29;0;0;31;761;75;17;0;8;8;0;0;0;0;0;16
BA;29;207;Abaré;2883;765;0;58;1;265;25;0;0;42;1606;58;29;0;25;1;0;1;0;0;2;5
BA;29;306;Acajutiba;3089;975;0;96;0;211;53;0;4;17;1360;290;27;0;48;0;0;0;0;0;2;6
BA;29;355;Adustina;2212;328;0;25;0;140;8;0;0;6;1529;157;10;0;3;1;0;0;0;0;2;3
BA;29;405;Água Fria;2571;951;0;41;0;135;51;0;2;26;1208;69;53;0;28;0;0;0;0;0;2;5
BA;29;603;Aiquara;644;236;0;9;0;63;15;0;0;7;284;14;6;0;7;0;0;0;0;0;0;3
BA;29;702;Alagoinhas;63948;26711;0;1581;411;4406;1717;9;401;424;18111;6625;707;1;1455;653;5;0;0;19;38;674
BA;29;801;Alcobaça;4853;1787;0;87;2;443;83;0;14;13;1800;448;43;0;99;3;0;0;0;0;3;28
BA;29;900;Almadina;838;416;0;19;0;73;27;0;1;4;253;23;6;0;12;0;0;0;0;0;2;2
BA;29;1007;Amargosa;13691;5645;0;358;21;1238;243;0;465;91;4664;597;115;0;141;21;0;0;0;0;8;84
BA;29;1106;Amélia Rodrigues;7394;2958;0;371;107;389;291;0;77;124;2000;694;43;0;169;138;1;1;0;1;6;24
BA;29;1155;América Dourada;2811;1279;0;53;5;213;27;0;0;21;1111;63;18;0;14;1;0;0;0;0;1;5
BA;29;1205;Anagé;3609;1511;0;158;16;325;48;0;6;97;1220;106;57;0;35;22;0;0;0;1;0;7
BA;29;1304;Andaraí;2017;711;0;61;3;227;37;0;0;23;845;39;34;0;16;3;0;1;0;0;1;16
BA;29;1353;Andorinha;3765;1441;0;108;8;435;59;0;2;20;1524;58;59;0;30;8;0;0;0;0;0;13
BA;29;1403;Angical;2747;939;0;53;6;350;28;0;1;26;1131;122;42;0;39;3;0;0;0;0;1;6
BA;29;1502;Anguera;1827;879;0;26;5;74;78;0;2;7;653;32;15;0;23;15;0;0;0;0;2;16
BA;29;1601;Antas;2840;700;0;50;4;199;21;0;0;11;1538;250;13;0;40;6;0;0;0;0;0;8
BA;29;1700;Antônio Cardoso;1769;640;0;20;2;55;31;0;1;36;893;39;27;0;13;9;0;0;0;0;0;3
