UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
AC;12;00013;Acrelândia;3057;598;0;176;9;209;30;0;0;3;1766;196;35;0;19;13;0;0;0;0;0;3
AC;12;00054;Assis Brasil;672;137;0;14;0;63;8;0;0;1;386;58;2;0;3;0;0;0;0;0;0;0
AC;12;00104;Brasiléia;4445;1119;0;155;31;400;46;0;0;2;1963;644;9;0;13;58;0;0;0;0;1;4
AC;12;00138;Bujari;956;280;0;76;1;116;12;0;0;3;436;20;5;0;5;0;0;0;0;0;1;1
AC;12;00179;Capixaba;969;283;0;62;0;98;6;0;0;1;430;68;8;0;11;1;0;0;0;0;0;1
AC;12;00203;Cruzeiro do Sul;17017;3349;0;501;23;1364;192;1;0;44;8624;2775;43;0;10;22;0;0;0;1;4;64
AC;12;00252;Epitaciolândia;2940;784;0;148;23;315;37;0;0;1;1156;419;11;0;12;25;0;0;0;0;2;7
AC;12;00302;Feijó;1674;225;0;84;0;200;20;0;0;1;876;260;1;0;1;0;0;0;0;0;1;5
AC;12;00328;Jordão;25;5;0;1;0;1;0;0;0;0;12;6;0;0;0;0;0;0;0;0;0;0
AC;12;00336;Mâncio Lima;1728;195;0;60;6;147;11;0;1;1;1086;195;8;0;1;16;0;0;0;0;0;1
AC;12;00344;Manoel Urbano;419;98;0;21;0;48;3;0;0;0;207;39;1;0;1;0;0;0;0;0;0;1
AC;12;00351;Marechal Thaumaturgo;105;2;0;4;0;5;0;0;0;0;84;8;2;0;0;0;0;0;0;0;0;0
AC;12;00385;Plácido de Castro;2619;683;0;128;2;235;31;0;0;1;1276;236;8;0;9;3;3;0;0;0;1;3
AC;12;00807;Porto Acre;1810;363;0;113;3;165;29;0;0;2;1005;93;26;0;6;3;0;1;0;0;0;1
AC;12;00393;Porto Walter;63;0;0;2;0;4;0;0;0;0;50;7;0;0;0;0;0;0;0;0;0;0
AC;12;00401;Rio Branco;119315;45122;0;3563;373;11522;2335;10;19;158;46172;7172;487;0;1136;593;55;6;0;1;65;526
AC;12;00427;Rodrigues Alves;465;48;0;9;1;30;2;0;0;1;329;42;1;0;0;1;0;0;0;0;0;1
AC;12;00435;Santa Rosa do Purus;72;7;0;2;0;3;0;0;0;0;51;6;1;0;1;0;0;0;0;0;0;1
AC;12;00500;Sena Madureira;3908;757;0;83;4;430;26;0;1;3;1911;668;4;0;7;1;0;0;0;0;1;12
AC;12;00450;Senador Guiomard;3793;1082;0;291;9;390;45;0;0;3;1655;232;16;0;43;19;1;0;0;0;1;6
AC;12;00609;Tarauacá;2480;270;0;121;2;220;29;0;0;2;1243;576;7;0;0;2;0;0;0;0;6;2
AC;12;00708;Xapuri;1907;465;0;55;2;174;13;1;0;2;1024;152;1;0;10;4;1;0;0;0;0;3
AL;27;00102;Água Branca;1977;340;0;50;2;358;15;0;0;66;1062;69;7;0;3;4;0;0;0;0;0;1
AL;27;00201;Anadia;1484;481;0;42;0;67;77;0;0;54;595;118;31;0;16;3;0;0;0;0;0;0
AL;27;00300;Arapiraca;62079;18951;0;2639;334;4080;983;2;2;431;23870;9152;273;0;643;517;10;2;0;0;20;170
AL;27;00409;Atalaia;3650;2173;0;192;6;189;109;1;0;46;579;32;101;0;160;52;0;0;0;0;2;8
AL;27;00508;Barra de Santo Antônio;978;518;0;22;0;59;21;0;0;8;286;21;14;0;28;1;0;0;0;0;0;0
AL;27;00607;Barra de São Miguel;823;409;0;17;1;55;22;0;0;2;246;22;5;0;28;4;0;0;0;0;0;12
AL;27;00706;Batalha;1756;528;0;81;5;129;12;0;0;25;811;135;3;0;19;4;0;0;0;0;0;4
AL;27;00805;Belém;591;216;0;10;0;35;12;0;0;17;272;14;1;0;11;3;0;0;0;0;0;0
AL;27;00904;Belo Monte;304;52;0;30;0;27;1;0;0;6;177;7;2;0;0;1;0;0;0;0;0;1
AL;27;01001;Boca da Mata;3449;1092;0;233;23;146;42;0;0;64;1341;234;84;0;96;83;0;0;0;0;1;10
