"NOME_CATMETROPOL";"tipo";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024"
"Região Metropolitana de Sorocaba";"Total";12,2448979591837;11,4795918367347;15,2505446623094;13,0733944954128;12,9840546697039;12,1052631578947;15,2505446623094;14,0740740740741;13,2924335378323;11,8055555555556;17,910447761194;21,2301587301587;19,1142191142191;16,2977867203219;17,351598173516;16,497461928934;17,7650429799427;20,7547169811321;20,9549071618037;20,1117318435754;22,0670391061453;27,4509803921569;26,5027322404372;29,1005291005291;NA
"Região Metropolitana de Sobral";"Total";14,7368421052632;11,1111111111111;33,9805825242718;45,6310679611651;37,7777777777778;46,0431654676259;69,1056910569106;61,038961038961;68,4210526315789;68,6567164179104;63,9423076923077;81,0810810810811;73,7556561085973;74,8971193415638;81,3455657492355;85,5737704918033;85,1973684210526;81,9188191881919;82,2299651567944;75,2808988764045;85,9106529209622;86,1003861003861;83,9721254355401;82,1656050955414;NA
"Região Metropolitana de Santarém";"Total";87,5;70;73,6842105263158;82,9268292682927;88,3720930232558;93,9393939393939;61,5384615384615;77,5;84,7457627118644;89,4736842105263;78,5714285714286;80,4878048780488;60;100;77,7777777777778;33,3333333333333;88,4615384615385;92,5373134328358;94,4444444444444;97,7011494252874;96,7741935483871;89,7435897435898;92,8571428571429;86,8852459016393;NA
"Região Metropolitana de Salvador";"Total";85,1063829787234;71,0900473933649;78,5714285714286;77,7777777777778;82,3204419889503;77,3553719008264;82,5127334465195;78,1746031746032;83,3333333333333;81,6964285714286;85,0819672131148;80,5263157894737;86,038961038961;86,2934362934363;84,7145488029466;81,6279069767442;85,0415512465374;80,327868852459;78,6561264822134;85,8695652173913;86,5671641791045;84,9137931034483;85,2713178294574;87,7777777777778;NA
"Região Metropolitana de Ribeirão Preto";"Total";16,4233576642336;19,8473282442748;17,4342105263158;14,4927536231884;18,3150183150183;18,1159420289855;22,3048327137546;13,9622641509434;15,1394422310757;19,1637630662021;19,2878338278932;19,5512820512821;18,7074829931973;26,9090909090909;19,6078431372549;25,4612546125461;25,2066115702479;25,4752851711027;28,0334728033473;28,3783783783784;33,3333333333333;34,1463414634146;34,6863468634686;35,0943396226415;NA
"Região Metropolitana de Recife";"Total";79,1176470588235;85,28;84,6041055718475;81,25;87,1345029239766;85,2017937219731;92,1507064364207;89,0225563909774;84,375;83,3783783783784;81,4006888633754;82,3232323232323;86,01108033241;80,1251956181534;77,5700934579439;76,4390896921017;78,6516853932584;79,5180722891566;72,1337579617834;74,0740740740741;71,858407079646;69,9596774193548;72,7272727272727;70,6666666666667;NA
"Região Metropolitana de Porto Velho";"Total";57,0247933884297;59,3023255813954;56,1538461538462;69,0476190476191;68,503937007874;62,8571428571429;69,2708333333333;62,6436781609195;67,032967032967;69,8979591836735;68,0451127819549;60,5577689243028;68,3636363636364;67,5799086757991;63,8095238095238;71,5789473684211;68,5314685314685;59,8484848484849;56,8181818181818;58,5585585585586;63,9344262295082;69,3069306930693;70,7482993197279;70,4225352112676;NA
"Região Metropolitana de Porto Alegre";"Total";9,40665701881331;9,61832061068702;9,33852140077821;10,8179419525066;10,1078167115903;11,611030478955;10,641627543036;9,33333333333333;10,3343465045593;11,3744075829384;11,0932475884244;10,0869565217391;9,9815157116451;11,304347826087;12,0071684587814;12,5233644859813;9,33062880324544;7,95228628230616;10,4700854700855;14,6288209606987;10,4060913705584;11,8451025056948;15,0862068965517;11,8025751072961;NA
"Região Metropolitana de Piracicaba";"Total";9,33333333333333;11,25;12,4610591900312;16,030534351145;13,7184115523466;17,9153094462541;17,175572519084;18,0257510729614;16,8;21,9512195121951;21,2264150943396;22,3744292237443;25,7510729613734;17,8743961352657;20,5992509363296;30,8695652173913;21,1618257261411;27,4261603375527;26,0663507109005;30,8457711442786;33,6322869955157;31,3492063492063;31,6793893129771;30,5084745762712;NA
"Região Metropolitana de Patos";"Total";14,2857142857143;10,5263157894737;41,1764705882353;31,5789473684211;60;41,9354838709677;81,4814814814815;89,4736842105263;73,3333333333333;85,2459016393443;92,9824561403509;80,7692307692308;74,5098039215686;81,25;89,4736842105263;71,4285714285714;79,3650793650794;74,1379310344828;76,1194029850746;85,3658536585366;85,1063829787234;83,7209302325581;75;61,1111111111111;NA
"Região Metropolitana de Palmeira dos Índios";"Total";83,3333333333333;66,6666666666667;75;60;60;66,6666666666667;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;NA
"Região Metropolitana de Palmas";"Total";47;54,1666666666667;59,3220338983051;57,1428571428571;51,6949152542373;60,9756097560976;53,0434782608696;69,0789473684211;61,1111111111111;73,7179487179487;62,2857142857143;66,3366336633663;70,0636942675159;72,8571428571428;56,1797752808989;64,1025641025641;61,5384615384615;71,5976331360947;69,5945945945946;68,6046511627907;69,1011235955056;74,4318181818182;76,1363636363636;77,0491803278689;NA
"Região Metropolitana de Natal";"Total";66,1691542288557;68,0628272251309;73,3766233766234;69,9346405228758;71,0344827586207;66,2337662337662;65,9722222222222;74,8148148148148;70,9090909090909;80,8641975308642;72,5581395348837;70,6161137440758;72,0812182741117;78,3653846153846;80,0925925925926;91,4285714285714;84,5303867403315;85,5203619909502;93,1506849315068;92,0454545454545;91,0828025477707;98,5815602836879;95,3947368421053;88,2352941176471;NA
"Região Metropolitana de Maringá";"Total";13,2183908045977;11,5107913669065;19,1358024691358;18,75;19,1111111111111;15,6424581005587;17,3410404624277;17,7033492822967;15,1260504201681;14,1414141414141;12,8113879003559;13,2075471698113;22,007722007722;22,7488151658768;19,7530864197531;30,5699481865285;18,9189189189189;20,2247191011236;19,5402298850575;19,2708333333333;22,5130890052356;31,0344827586207;29,3814432989691;26,8421052631579;NA
"Região Metropolitana de Manaus";"Total";89,8989898989899;82,5;82,0610687022901;78,397212543554;78,2051282051282;83,3333333333333;85,2713178294574;86,4077669902913;88,5093167701863;93,1147540983606;90,6698564593301;85,3658536585366;85,6770833333333;84,6560846560847;87,335092348285;92,5133689839572;94,2857142857143;90,7462686567164;92,7536231884058;89,9082568807339;88,9908256880734;88,0368098159509;86,9918699186992;87,7777777777778;NA
"Região Metropolitana de Maceió";"Total";60,2040816326531;62,6112759643917;58,14696485623;54,9019607843137;57,4468085106383;60,4395604395604;66,2921348314607;57,6612903225806;81,640625;81,9327731092437;74,6621621621622;88,6503067484662;90,3010033444816;90,4382470119522;96,9178082191781;96,7213114754098;96,2025316455696;94,1747572815534;77,6595744680851;94,2028985507246;93,9271255060729;98,3957219251337;94,9238578680203;96,4824120603015;NA
"Região Metropolitana de Macapá";"Total";80,8988764044944;86,1111111111111;78,5714285714286;88,1818181818182;82,5242718446602;91,9191919191919;85,8490566037736;78,1609195402299;93,75;91,3978494623656;78,7037037037037;73,3870967741936;80,3571428571429;75,2688172043011;82,0754716981132;86,7469879518072;80,2469135802469;90,7894736842105;84,4827586206897;95,7142857142857;93,3333333333333;95;92,7710843373494;94,5945945945946;NA
